timestamp(ms),Livello Fumo,
"1775743401.793","2002",
"1775743401.803","2004",
"1775743401.813","2002",
"1775743401.823","2003",
"1775743401.833","2004",
"1775743401.843","2003",
"1775743401.853","2002",
"1775743401.863","2003",
"1775743401.873","2001",
"1775743401.883","2002",
"1775743401.893","2003",
"1775743401.903","2001",
"1775743401.913","2002",
"1775743401.923","2003",
"1775743401.933","2002",
"1775743401.943","2002",
"1775743401.953","1999",
"1775743401.963","1999",
"1775743401.973","2003",
"1775743401.983","2003",
"1775743401.993","2003",
"1775743402.003","2003",
"1775743402.013","1999",
"1775743402.023","2002",
"1775743402.033","2002",
"1775743402.043","2004",
"1775743402.053","2003",
"1775743402.063","1999",
"1775743402.073","1999",
"1775743402.083","2003",
"1775743402.093","2002",
"1775743402.103","1999",
"1775743402.113","2003",
"1775743402.123","2003",
"1775743402.133","1999",
"1775743402.143","2003",
"1775743402.153","2004",
"1775743402.163","2002",
"1775743402.173","2003",
"1775743402.183","2004",
"1775743402.193","1999",
"1775743402.203","2002",
"1775743402.213","2004",
"1775743402.223","1999",
"1775743402.233","2002",
"1775743402.243","2001",
"1775743402.253","2003",
"1775743402.263","2003",
"1775743402.273","2001",
"1775743402.283","1999",
"1775743402.293","2003",
"1775743402.303","2002",
"1775743402.313","2000",
"1775743402.323","2003",
"1775743402.333","2002",
"1775743402.343","2003",
"1775743402.353","2001",
"1775743402.363","2002",
"1775743402.373","2003",
"1775743402.383","2001",
"1775743402.393","2002",
"1775743402.403","2001",
"1775743402.413","2000",
"1775743402.423","1999",
"1775743402.433","2002",
"1775743402.443","2002",
"1775743402.453","1999",
"1775743402.463","2002",
"1775743402.473","2002",
"1775743402.483","2001",
"1775743402.493","2002",
"1775743402.503","1999",
"1775743402.513","2003",
"1775743402.523","2003",
"1775743402.533","2002",
"1775743402.543","2002",
"1775743402.553","2001",
"1775743402.563","1999",
"1775743402.573","2002",
"1775743402.583","2003",
"1775743402.593","1999",
"1775743402.603","2003",
"1775743402.613","2003",
"1775743402.623","2002",
"1775743402.633","2003",
"1775743402.643","2003",
"1775743402.653","2003",
"1775743402.663","2004",
"1775743402.673","2003",
"1775743402.683","1999",
"1775743402.693","2002",
"1775743402.703","1999",
"1775743402.713","2004",
"1775743402.723","2002",
"1775743402.733","1998",
"1775743402.743","2002",
"1775743402.753","2004",
"1775743402.763","2001",
"1775743402.773","2002",
"1775743402.783","1999",
"1775743402.793","2003",
"1775743402.803","2001",
"1775743402.813","1997",
"1775743402.823","2001",
"1775743402.833","2003",
"1775743402.843","2002",
"1775743402.853","2002",
"1775743402.863","2002",
"1775743402.873","2003",
"1775743402.883","2003",
"1775743402.893","2002",
"1775743402.903","1999",
"1775743402.913","1999",
"1775743402.923","1999",
"1775743402.933","2003",
"1775743402.943","2002",
"1775743402.953","2003",
"1775743402.963","2003",
"1775743402.973","2002",
"1775743402.983","2002",
"1775743402.993","1999",
"1775743403.003","2002",
"1775743403.013","2003",
"1775743403.023","2002",
"1775743403.033","2002",
"1775743403.043","2003",
"1775743403.053","2003",
"1775743403.063","2004",
"1775743403.073","2002",
"1775743403.083","2002",
"1775743403.093","2002",
"1775743403.103","2002",
"1775743403.113","2002",
"1775743403.123","2002",
"1775743403.133","1999",
"1775743403.143","2003",
"1775743403.153","2005",
"1775743403.163","2003",
"1775743403.173","2003",
"1775743403.183","2003",
"1775743403.193","2003",
"1775743403.203","1999",
"1775743403.213","2003",
"1775743403.223","2003",
"1775743403.233","1999",
"1775743403.243","2003",
"1775743403.253","2002",
"1775743403.263","2002",
"1775743403.273","2004",
"1775743403.283","2003",
"1775743403.293","2002",
"1775743403.303","2003",
"1775743403.313","1999",
"1775743403.323","2002",
"1775743403.333","2003",
"1775743403.343","2003",
"1775743403.353","2003",
"1775743403.363","2002",
"1775743403.373","1999",
"1775743403.383","1999",
"1775743403.393","2002",
"1775743403.403","1999",
"1775743403.413","2003",
"1775743403.423","2003",
"1775743403.433","1998",
"1775743403.443","2002",
"1775743403.453","1999",
"1775743403.463","2002",
"1775743403.473","1998",
"1775743403.483","2001",
"1775743403.493","2002",
"1775743403.503","2003",
"1775743403.513","2004",
"1775743403.523","2002",
"1775743403.533","2003",
"1775743403.543","2002",
"1775743403.553","2002",
"1775743403.563","2001",
"1775743403.573","1999",
"1775743403.583","2003",
"1775743403.593","2002",
"1775743403.603","1999",
"1775743403.613","2003",
"1775743403.623","1999",
"1775743403.633","2003",
"1775743403.643","2002",
"1775743403.653","2004",
"1775743403.663","2003",
"1775743403.673","2004",
"1775743403.683","1999",
"1775743403.693","2003",
"1775743403.703","2003",
"1775743403.713","2002",
"1775743403.723","1999",
"1775743403.733","2002",
"1775743403.743","1999",
"1775743403.753","2002",
"1775743403.763","1999",
"1775743403.773","1999",
"1775743403.783","2003",
"1775743403.793","1999",
"1775743403.803","2002",
"1775743403.813","1999",
"1775743403.823","2001",
"1775743403.833","2002",
"1775743403.843","2002",
"1775743403.853","2000",
"1775743403.863","1997",
"1775743403.873","1999",
"1775743403.883","1999",
"1775743403.893","2004",
"1775743403.903","2002",
"1775743403.913","2002",
"1775743403.923","2003",
