Timestamp(ms),Sensor,Temp(C),Humidity(%),Pressure(hPa),Gas(Ohm/Analog)
363278,BMP280,33.68,0.00,1021.29,0.00
366197,MQ2,0.00,0.00,0.00,192.00
366244,AHT20,32.71,30.70,0.00,0.00
366248,BMP280,33.93,0.00,1021.25,0.00
369197,MQ2,0.00,0.00,0.00,192.00
369247,AHT20,32.53,30.33,0.00,0.00
369252,BMP280,33.93,0.00,1021.32,0.00
372197,MQ2,0.00,0.00,0.00,192.00
372260,AHT20,32.22,30.14,0.00,0.00
372264,BMP280,33.73,0.00,1021.27,0.00
375197,MQ2,0.00,0.00,0.00,189.00
375256,AHT20,31.69,30.17,0.00,0.00
375261,BMP280,33.33,0.00,1021.31,0.00
378197,MQ2,0.00,0.00,0.00,195.00
378244,AHT20,31.14,30.43,0.00,0.00
378249,BMP280,32.86,0.00,1021.30,0.00
381197,MQ2,0.00,0.00,0.00,203.00
381245,AHT20,30.77,30.95,0.00,0.00
381250,BMP280,32.44,0.00,1021.31,0.00
384197,MQ2,0.00,0.00,0.00,208.00
384252,AHT20,30.47,31.75,0.00,0.00
384256,BMP280,32.04,0.00,1021.31,0.00
387197,MQ2,0.00,0.00,0.00,208.00
387252,AHT20,30.25,32.31,0.00,0.00
387257,BMP280,31.75,0.00,1021.35,0.00
390197,MQ2,0.00,0.00,0.00,202.00
390258,AHT20,30.11,32.78,0.00,0.00
390263,BMP280,31.53,0.00,1021.38,0.00
393197,MQ2,0.00,0.00,0.00,206.00
393246,AHT20,30.10,33.32,0.00,0.00
393249,BMP280,31.47,0.00,1021.39,0.00
396197,MQ2,0.00,0.00,0.00,207.00
396248,AHT20,30.14,33.66,0.00,0.00
396252,BMP280,31.49,0.00,1021.38,0.00
399197,MQ2,0.00,0.00,0.00,203.00
399254,AHT20,30.08,34.09,0.00,0.00
399259,BMP280,31.39,0.00,1021.39,0.00
402197,MQ2,0.00,0.00,0.00,202.00
402260,AHT20,30.01,34.35,0.00,0.00
402264,BMP280,31.37,0.00,1021.39,0.00
405197,MQ2,0.00,0.00,0.00,206.00
405263,AHT20,29.97,34.70,0.00,0.00
405266,BMP280,31.31,0.00,1021.39,0.00
408197,MQ2,0.00,0.00,0.00,203.00
408248,AHT20,29.73,34.62,0.00,0.00
408252,BMP280,31.09,0.00,1021.40,0.00
411197,MQ2,0.00,0.00,0.00,207.00
411248,AHT20,29.56,34.78,0.00,0.00
411253,BMP280,30.85,0.00,1021.38,0.00
414197,MQ2,0.00,0.00,0.00,209.00
414252,AHT20,29.37,35.09,0.00,0.00
414256,BMP280,30.64,0.00,1021.43,0.00
417197,MQ2,0.00,0.00,0.00,212.00
417254,AHT20,28.98,34.97,0.00,0.00
417258,BMP280,30.35,0.00,1021.39,0.00
420197,MQ2,0.00,0.00,0.00,219.00
420242,AHT20,28.69,35.09,0.00,0.00
420247,BMP280,30.04,0.00,1021.36,0.00
423197,MQ2,0.00,0.00,0.00,217.00
423247,AHT20,28.58,35.47,0.00,0.00
423252,BMP280,29.80,0.00,1021.34,0.00
426197,MQ2,0.00,0.00,0.00,221.00
426252,AHT20,28.66,35.81,0.00,0.00
426256,BMP280,29.87,0.00,1021.35,0.00
429197,MQ2,0.00,0.00,0.00,209.00
429246,AHT20,28.74,35.78,0.00,0.00
429251,BMP280,29.85,0.00,1021.28,0.00
432197,MQ2,0.00,0.00,0.00,221.00
432266,AHT20,28.72,35.94,0.00,0.00
432270,BMP280,29.87,0.00,1021.33,0.00
435197,MQ2,0.00,0.00,0.00,218.00
435242,AHT20,28.68,36.10,0.00,0.00
435247,BMP280,29.84,0.00,1021.34,0.00
438197,MQ2,0.00,0.00,0.00,230.00
438250,AHT20,28.48,36.12,0.00,0.00
438254,BMP280,29.65,0.00,1021.35,0.00
441197,MQ2,0.00,0.00,0.00,269.00
441258,AHT20,28.41,36.06,0.00,0.00
441263,BMP280,29.56,0.00,1021.37,0.00
444197,MQ2,0.00,0.00,0.00,223.00
444263,AHT20,28.34,36.09,0.00,0.00
444268,BMP280,29.52,0.00,1021.38,0.00
447197,MQ2,0.00,0.00,0.00,223.00
447265,AHT20,28.12,36.27,0.00,0.00
447270,BMP280,29.29,0.00,1021.33,0.00
450197,MQ2,0.00,0.00,0.00,229.00
450246,AHT20,28.02,36.53,0.00,0.00
450251,BMP280,29.23,0.00,1021.36,0.00
453197,MQ2,0.00,0.00,0.00,227.00
453247,AHT20,27.89,36.88,0.00,0.00
453252,BMP280,29.08,0.00,1021.33,0.00
456197,MQ2,0.00,0.00,0.00,234.00
456252,AHT20,27.84,37.06,0.00,0.00
456256,BMP280,29.02,0.00,1021.35,0.00
459197,MQ2,0.00,0.00,0.00,234.00
459252,AHT20,27.71,37.31,0.00,0.00
459257,BMP280,28.83,0.00,1021.38,0.00
462197,MQ2,0.00,0.00,0.00,215.00
462242,AHT20,27.77,37.76,0.00,0.00
462247,BMP280,28.88,0.00,1021.39,0.00
465197,MQ2,0.00,0.00,0.00,224.00
465245,AHT20,27.85,37.96,0.00,0.00
465250,BMP280,28.97,0.00,1021.41,0.00
468197,MQ2,0.00,0.00,0.00,209.00
468250,AHT20,27.74,37.73,0.00,0.00
468254,BMP280,28.88,0.00,1021.35,0.00
471197,MQ2,0.00,0.00,0.00,208.00
471252,AHT20,28.02,37.70,0.00,0.00
471256,BMP280,29.15,0.00,1021.32,0.00
474197,MQ2,0.00,0.00,0.00,201.00
474257,AHT20,28.31,37.60,0.00,0.00
474262,BMP280,29.50,0.00,1021.37,0.00
477197,MQ2,0.00,0.00,0.00,194.00
477245,AHT20,28.46,37.36,0.00,0.00
477250,BMP280,29.57,0.00,1021.36,0.00
480197,MQ2,0.00,0.00,0.00,190.00
480251,AHT20,28.68,37.17,0.00,0.00
480256,BMP280,29.76,0.00,1021.33,0.00
483197,MQ2,0.00,0.00,0.00,204.00
483254,AHT20,28.78,37.09,0.00,0.00
483259,BMP280,29.86,0.00,1021.34,0.00
486197,MQ2,0.00,0.00,0.00,190.00
486264,AHT20,28.88,37.04,0.00,0.00
486269,BMP280,29.99,0.00,1021.37,0.00
489197,MQ2,0.00,0.00,0.00,190.00
489265,AHT20,29.24,36.94,0.00,0.00
489269,BMP280,30.34,0.00,1021.37,0.00
492197,MQ2,0.00,0.00,0.00,183.00
492247,AHT20,29.51,36.62,0.00,0.00
492251,BMP280,30.62,0.00,1021.35,0.00
495197,MQ2,0.00,0.00,0.00,185.00
495246,AHT20,29.44,36.20,0.00,0.00
495251,BMP280,30.66,0.00,1021.36,0.00
498197,MQ2,0.00,0.00,0.00,189.00
498259,AHT20,29.33,36.00,0.00,0.00
498263,BMP280,30.54,0.00,1021.38,0.00
501197,MQ2,0.00,0.00,0.00,187.00
501264,AHT20,29.20,35.81,0.00,0.00
501269,BMP280,30.48,0.00,1021.36,0.00
504197,MQ2,0.00,0.00,0.00,189.00
504242,AHT20,29.01,35.76,0.00,0.00
504247,BMP280,30.23,0.00,1021.36,0.00
507197,MQ2,0.00,0.00,0.00,196.00
507243,AHT20,28.94,36.13,0.00,0.00
507247,BMP280,30.08,0.00,1021.36,0.00
510197,MQ2,0.00,0.00,0.00,192.00
510252,AHT20,29.02,36.22,0.00,0.00
510257,BMP280,30.13,0.00,1021.33,0.00
513197,MQ2,0.00,0.00,0.00,193.00
513256,AHT20,29.23,36.32,0.00,0.00
513260,BMP280,30.31,0.00,1021.36,0.00
516197,MQ2,0.00,0.00,0.00,189.00
516263,AHT20,29.21,36.11,0.00,0.00
516267,BMP280,30.26,0.00,1021.39,0.00
519197,MQ2,0.00,0.00,0.00,180.00
519246,AHT20,28.99,35.90,0.00,0.00
519250,BMP280,30.09,0.00,1021.41,0.00
522197,MQ2,0.00,0.00,0.00,197.00
522247,AHT20,28.79,35.78,0.00,0.00
522251,BMP280,30.05,0.00,1021.37,0.00
525197,MQ2,0.00,0.00,0.00,193.00
525257,AHT20,28.75,35.68,0.00,0.00
525262,BMP280,30.06,0.00,1021.41,0.00
528197,MQ2,0.00,0.00,0.00,192.00
528265,AHT20,28.72,35.60,0.00,0.00
528269,BMP280,30.08,0.00,1021.37,0.00
531197,MQ2,0.00,0.00,0.00,187.00
531263,AHT20,28.69,35.63,0.00,0.00
531268,BMP280,29.93,0.00,1021.33,0.00
534197,MQ2,0.00,0.00,0.00,182.00
534246,AHT20,28.82,35.70,0.00,0.00
534250,BMP280,29.99,0.00,1021.37,0.00
537197,MQ2,0.00,0.00,0.00,182.00
537248,AHT20,28.75,35.65,0.00,0.00
537254,BMP280,29.97,0.00,1021.34,0.00
540197,MQ2,0.00,0.00,0.00,195.00
540252,AHT20,29.02,35.69,0.00,0.00
540256,BMP280,30.22,0.00,1021.35,0.00
543197,MQ2,0.00,0.00,0.00,179.00
543267,AHT20,29.04,35.66,0.00,0.00
543272,BMP280,30.18,0.00,1021.34,0.00
546197,MQ2,0.00,0.00,0.00,181.00
546244,AHT20,29.16,35.65,0.00,0.00
546249,BMP280,30.27,0.00,1021.37,0.00
549197,MQ2,0.00,0.00,0.00,176.00
549248,AHT20,29.22,35.40,0.00,0.00
549253,BMP280,30.34,0.00,1021.37,0.00
552197,MQ2,0.00,0.00,0.00,176.00
552257,AHT20,29.24,35.36,0.00,0.00
552262,BMP280,30.38,0.00,1021.37,0.00
555197,MQ2,0.00,0.00,0.00,175.00
555255,AHT20,29.33,35.30,0.00,0.00
555260,BMP280,30.53,0.00,1021.38,0.00
558197,MQ2,0.00,0.00,0.00,175.00
558266,AHT20,29.43,35.18,0.00,0.00
558270,BMP280,30.64,0.00,1021.35,0.00
561197,MQ2,0.00,0.00,0.00,176.00
561245,AHT20,29.54,35.06,0.00,0.00
561251,BMP280,30.80,0.00,1021.36,0.00
564197,MQ2,0.00,0.00,0.00,171.00
564256,AHT20,29.62,34.89,0.00,0.00
564261,BMP280,30.84,0.00,1021.37,0.00
567197,MQ2,0.00,0.00,0.00,174.00
567245,AHT20,29.80,34.74,0.00,0.00
567250,BMP280,31.00,0.00,1021.34,0.00
570197,MQ2,0.00,0.00,0.00,178.00
570264,AHT20,30.18,35.00,0.00,0.00
570268,BMP280,31.30,0.00,1021.32,0.00
573197,MQ2,0.00,0.00,0.00,176.00
573273,AHT20,30.42,34.95,0.00,0.00
573278,BMP280,31.52,0.00,1021.34,0.00
576197,MQ2,0.00,0.00,0.00,176.00
576241,AHT20,30.55,34.62,0.00,0.00
576246,BMP280,31.66,0.00,1021.30,0.00
579197,MQ2,0.00,0.00,0.00,178.00
579254,AHT20,30.85,34.62,0.00,0.00
579259,BMP280,31.95,0.00,1021.28,0.00
582197,MQ2,0.00,0.00,0.00,179.00
582255,AHT20,30.96,34.55,0.00,0.00
582259,BMP280,32.13,0.00,1021.33,0.00
585197,MQ2,0.00,0.00,0.00,173.00
585264,AHT20,30.90,34.02,0.00,0.00
585269,BMP280,32.02,0.00,1021.33,0.00
588197,MQ2,0.00,0.00,0.00,175.00
588244,AHT20,30.75,33.80,0.00,0.00
588249,BMP280,31.99,0.00,1021.32,0.00
591197,MQ2,0.00,0.00,0.00,179.00
591247,AHT20,30.81,33.77,0.00,0.00
591252,BMP280,32.07,0.00,1021.33,0.00
594197,MQ2,0.00,0.00,0.00,174.00
594256,AHT20,30.66,33.53,0.00,0.00
594261,BMP280,31.99,0.00,1021.35,0.00
597197,MQ2,0.00,0.00,0.00,177.00
597253,AHT20,30.86,33.65,0.00,0.00
597258,BMP280,32.18,0.00,1021.33,0.00
600197,MQ2,0.00,0.00,0.00,172.00
600262,AHT20,30.91,33.29,0.00,0.00
600266,BMP280,32.14,0.00,1021.31,0.00
603197,MQ2,0.00,0.00,0.00,173.00
603246,AHT20,30.60,33.01,0.00,0.00
603251,BMP280,31.86,0.00,1021.34,0.00
606197,MQ2,0.00,0.00,0.00,174.00
606250,AHT20,30.64,32.87,0.00,0.00
606255,BMP280,31.91,0.00,1021.31,0.00
609197,MQ2,0.00,0.00,0.00,174.00
609249,AHT20,30.50,32.91,0.00,0.00
609254,BMP280,31.76,0.00,1021.31,0.00
612197,MQ2,0.00,0.00,0.00,176.00
612264,AHT20,30.35,33.02,0.00,0.00
612269,BMP280,31.61,0.00,1021.34,0.00
615197,MQ2,0.00,0.00,0.00,178.00
615274,AHT20,30.22,33.18,0.00,0.00
615279,BMP280,31.57,0.00,1021.34,0.00
618197,MQ2,0.00,0.00,0.00,187.00
618246,AHT20,30.18,33.47,0.00,0.00
618251,BMP280,31.48,0.00,1021.35,0.00
621197,MQ2,0.00,0.00,0.00,190.00
621250,AHT20,30.28,33.83,0.00,0.00
621254,BMP280,31.61,0.00,1021.33,0.00
624197,MQ2,0.00,0.00,0.00,179.00
624258,AHT20,30.29,33.52,0.00,0.00
624262,BMP280,31.57,0.00,1021.37,0.00
627197,MQ2,0.00,0.00,0.00,177.00
627258,AHT20,30.41,33.36,0.00,0.00
627263,BMP280,31.69,0.00,1021.34,0.00
630197,MQ2,0.00,0.00,0.00,175.00
630243,AHT20,30.75,33.24,0.00,0.00
630249,BMP280,31.95,0.00,1021.35,0.00
633197,MQ2,0.00,0.00,0.00,172.00
633245,AHT20,30.69,32.87,0.00,0.00
633249,BMP280,31.94,0.00,1021.36,0.00
636197,MQ2,0.00,0.00,0.00,176.00
636248,AHT20,30.66,32.81,0.00,0.00
636252,BMP280,31.84,0.00,1021.36,0.00
639197,MQ2,0.00,0.00,0.00,175.00
639261,AHT20,30.46,32.85,0.00,0.00
639265,BMP280,31.61,0.00,1021.37,0.00
642197,MQ2,0.00,0.00,0.00,182.00
642266,AHT20,30.26,32.85,0.00,0.00
642270,BMP280,31.46,0.00,1021.41,0.00
645197,MQ2,0.00,0.00,0.00,195.00
645242,AHT20,30.52,33.08,0.00,0.00
645247,BMP280,31.82,0.00,1021.38,0.00
648197,MQ2,0.00,0.00,0.00,187.00
648253,AHT20,30.77,33.01,0.00,0.00
648259,BMP280,32.12,0.00,1021.36,0.00
651197,MQ2,0.00,0.00,0.00,182.00
651256,AHT20,30.85,32.83,0.00,0.00
651262,BMP280,32.17,0.00,1021.36,0.00
654197,MQ2,0.00,0.00,0.00,177.00
654269,AHT20,30.99,32.68,0.00,0.00
654273,BMP280,32.29,0.00,1021.35,0.00
657197,MQ2,0.00,0.00,0.00,176.00
657267,AHT20,31.19,32.71,0.00,0.00
657272,BMP280,32.49,0.00,1021.35,0.00
660197,MQ2,0.00,0.00,0.00,176.00
660243,AHT20,31.53,32.62,0.00,0.00
660247,BMP280,32.78,0.00,1021.37,0.00
663197,MQ2,0.00,0.00,0.00,172.00
663255,AHT20,31.59,32.27,0.00,0.00
663260,BMP280,32.83,0.00,1021.38,0.00
666197,MQ2,0.00,0.00,0.00,163.00
666253,AHT20,31.30,31.98,0.00,0.00
666257,BMP280,32.49,0.00,1021.35,0.00
669197,MQ2,0.00,0.00,0.00,178.00
669263,AHT20,31.38,32.03,0.00,0.00
669268,BMP280,32.69,0.00,1021.33,0.00
672197,MQ2,0.00,0.00,0.00,170.00
672244,AHT20,30.87,31.73,0.00,0.00
672249,BMP280,32.14,0.00,1021.34,0.00
675197,MQ2,0.00,0.00,0.00,192.00
675246,AHT20,30.55,31.94,0.00,0.00
675251,BMP280,31.94,0.00,1021.29,0.00
678197,MQ2,0.00,0.00,0.00,204.00
678254,AHT20,30.34,32.14,0.00,0.00
678259,BMP280,31.61,0.00,1021.37,0.00
681197,MQ2,0.00,0.00,0.00,202.00
681255,AHT20,30.36,32.17,0.00,0.00
681260,BMP280,31.63,0.00,1021.37,0.00
684197,MQ2,0.00,0.00,0.00,193.00
684267,AHT20,30.15,32.27,0.00,0.00
684272,BMP280,31.38,0.00,1021.31,0.00
687197,MQ2,0.00,0.00,0.00,192.00
687241,AHT20,29.90,32.71,0.00,0.00
687246,BMP280,31.10,0.00,1021.35,0.00
690197,MQ2,0.00,0.00,0.00,213.00
690254,AHT20,29.87,33.03,0.00,0.00
690258,BMP280,31.07,0.00,1021.39,0.00
693197,MQ2,0.00,0.00,0.00,220.00
693246,AHT20,29.88,33.24,0.00,0.00
693251,BMP280,31.13,0.00,1021.36,0.00
696197,MQ2,0.00,0.00,0.00,208.00
696262,AHT20,30.04,33.09,0.00,0.00
696267,BMP280,31.23,0.00,1021.36,0.00
699197,MQ2,0.00,0.00,0.00,205.00
699277,AHT20,29.98,33.11,0.00,0.00
699282,BMP280,31.24,0.00,1021.37,0.00
702197,MQ2,0.00,0.00,0.00,193.00
702237,AHT20,29.64,33.10,0.00,0.00
702241,BMP280,30.79,0.00,1021.33,0.00
705197,MQ2,0.00,0.00,0.00,210.00
705243,AHT20,29.55,33.33,0.00,0.00
705247,BMP280,30.73,0.00,1021.36,0.00
708197,MQ2,0.00,0.00,0.00,210.00
708259,AHT20,29.46,33.46,0.00,0.00
708263,BMP280,30.58,0.00,1021.35,0.00
711197,MQ2,0.00,0.00,0.00,219.00
711257,AHT20,29.27,33.64,0.00,0.00
711262,BMP280,30.51,0.00,1021.36,0.00
714197,MQ2,0.00,0.00,0.00,216.00
714244,AHT20,29.55,33.66,0.00,0.00
714249,BMP280,30.79,0.00,1021.37,0.00
717197,MQ2,0.00,0.00,0.00,202.00
717239,AHT20,29.73,33.57,0.00,0.00
717244,BMP280,30.93,0.00,1021.37,0.00
720197,MQ2,0.00,0.00,0.00,192.00
720244,AHT20,29.87,33.38,0.00,0.00
720249,BMP280,31.10,0.00,1021.38,0.00
723197,MQ2,0.00,0.00,0.00,181.00
723262,AHT20,30.01,33.20,0.00,0.00
723267,BMP280,31.18,0.00,1021.37,0.00
726197,MQ2,0.00,0.00,0.00,178.00
726259,AHT20,30.27,33.12,0.00,0.00
726264,BMP280,31.49,0.00,1021.37,0.00
729197,MQ2,0.00,0.00,0.00,176.00
729247,AHT20,30.72,33.09,0.00,0.00
729249,BMP280,31.95,0.00,1021.37,0.00
732197,MQ2,0.00,0.00,0.00,176.00
732243,AHT20,30.98,33.16,0.00,0.00
732247,BMP280,32.18,0.00,1021.35,0.00
735197,MQ2,0.00,0.00,0.00,165.00
735249,AHT20,31.07,32.71,0.00,0.00
735254,BMP280,32.33,0.00,1021.34,0.00
738197,MQ2,0.00,0.00,0.00,162.00
738270,AHT20,31.03,32.29,0.00,0.00
738275,BMP280,32.38,0.00,1021.36,0.00
741197,MQ2,0.00,0.00,0.00,160.00
741271,AHT20,30.91,32.12,0.00,0.00
741275,BMP280,32.31,0.00,1021.37,0.00
744197,MQ2,0.00,0.00,0.00,161.00
744236,AHT20,30.93,32.01,0.00,0.00
744239,BMP280,32.36,0.00,1021.36,0.00
747197,MQ2,0.00,0.00,0.00,162.00
747241,AHT20,30.95,32.16,0.00,0.00
747245,BMP280,32.36,0.00,1021.36,0.00
750197,MQ2,0.00,0.00,0.00,165.00
750261,AHT20,30.93,32.38,0.00,0.00
750265,BMP280,32.21,0.00,1021.31,0.00
753197,MQ2,0.00,0.00,0.00,158.00
753258,AHT20,31.00,31.96,0.00,0.00
753263,BMP280,32.28,0.00,1021.35,0.00
756197,MQ2,0.00,0.00,0.00,156.00
756244,AHT20,30.55,31.72,0.00,0.00
756249,BMP280,31.93,0.00,1021.40,0.00
759197,MQ2,0.00,0.00,0.00,167.00
759238,AHT20,29.99,31.71,0.00,0.00
759244,BMP280,31.46,0.00,1021.38,0.00
762197,MQ2,0.00,0.00,0.00,182.00
762244,AHT20,29.55,31.92,0.00,0.00
762248,BMP280,31.02,0.00,1021.38,0.00
765197,MQ2,0.00,0.00,0.00,182.00
765263,AHT20,29.33,32.15,0.00,0.00
765268,BMP280,30.70,0.00,1021.37,0.00
768197,MQ2,0.00,0.00,0.00,181.00
768263,AHT20,29.22,32.47,0.00,0.00
768268,BMP280,30.46,0.00,1021.33,0.00
771197,MQ2,0.00,0.00,0.00,177.00
771244,AHT20,29.13,32.86,0.00,0.00
771246,BMP280,30.39,0.00,1021.38,0.00
774197,MQ2,0.00,0.00,0.00,175.00
774241,AHT20,29.20,33.24,0.00,0.00
774246,BMP280,30.51,0.00,1021.41,0.00
777197,MQ2,0.00,0.00,0.00,169.00
777256,AHT20,29.11,33.49,0.00,0.00
777261,BMP280,30.37,0.00,1021.40,0.00
780197,MQ2,0.00,0.00,0.00,167.00
780266,AHT20,29.17,33.74,0.00,0.00
780270,BMP280,30.47,0.00,1021.42,0.00
783197,MQ2,0.00,0.00,0.00,171.00
783270,AHT20,28.91,33.69,0.00,0.00
783275,BMP280,30.27,0.00,1021.34,0.00
786197,MQ2,0.00,0.00,0.00,170.00
786237,AHT20,28.82,33.72,0.00,0.00
786242,BMP280,30.21,0.00,1021.35,0.00
789197,MQ2,0.00,0.00,0.00,165.00
789243,AHT20,28.80,33.95,0.00,0.00
789248,BMP280,30.08,0.00,1021.37,0.00
792197,MQ2,0.00,0.00,0.00,160.00
792262,AHT20,28.66,33.88,0.00,0.00
792267,BMP280,29.96,0.00,1021.36,0.00
795197,MQ2,0.00,0.00,0.00,158.00
795271,AHT20,28.61,33.99,0.00,0.00
795277,BMP280,29.94,0.00,1021.37,0.00
798197,MQ2,0.00,0.00,0.00,155.00
798244,AHT20,28.66,34.04,0.00,0.00
798249,BMP280,29.95,0.00,1021.35,0.00
801197,MQ2,0.00,0.00,0.00,155.00
801241,AHT20,28.68,34.16,0.00,0.00
801245,BMP280,29.95,0.00,1021.35,0.00
804197,MQ2,0.00,0.00,0.00,155.00
804253,AHT20,28.77,34.20,0.00,0.00
804258,BMP280,30.03,0.00,1021.38,0.00
807197,MQ2,0.00,0.00,0.00,154.00
807262,AHT20,28.71,34.20,0.00,0.00
807267,BMP280,29.95,0.00,1021.37,0.00
810197,MQ2,0.00,0.00,0.00,155.00
810261,AHT20,28.84,34.20,0.00,0.00
810265,BMP280,30.03,0.00,1021.37,0.00
813197,MQ2,0.00,0.00,0.00,165.00
813237,AHT20,28.59,34.20,0.00,0.00
813242,BMP280,29.83,0.00,1021.36,0.00
816197,MQ2,0.00,0.00,0.00,166.00
816254,AHT20,28.58,34.43,0.00,0.00
816259,BMP280,29.78,0.00,1021.36,0.00
819197,MQ2,0.00,0.00,0.00,173.00
819260,AHT20,28.46,34.50,0.00,0.00
819264,BMP280,29.64,0.00,1021.39,0.00
822197,MQ2,0.00,0.00,0.00,173.00
822261,AHT20,28.52,34.68,0.00,0.00
822265,BMP280,29.80,0.00,1021.37,0.00
825197,MQ2,0.00,0.00,0.00,174.00
825273,AHT20,28.58,34.85,0.00,0.00
825278,BMP280,29.74,0.00,1021.30,0.00
828197,MQ2,0.00,0.00,0.00,170.00
828245,AHT20,28.59,34.87,0.00,0.00
828249,BMP280,29.82,0.00,1021.33,0.00
831197,MQ2,0.00,0.00,0.00,166.00
831254,AHT20,28.74,34.87,0.00,0.00
831258,BMP280,29.90,0.00,1021.35,0.00
834197,MQ2,0.00,0.00,0.00,161.00
834255,AHT20,28.76,34.80,0.00,0.00
834259,BMP280,29.92,0.00,1021.31,0.00
837197,MQ2,0.00,0.00,0.00,164.00
837255,AHT20,29.12,34.74,0.00,0.00
837260,BMP280,30.34,0.00,1021.29,0.00
840197,MQ2,0.00,0.00,0.00,162.00
840242,AHT20,29.13,34.63,0.00,0.00
840247,BMP280,30.42,0.00,1021.30,0.00
843197,MQ2,0.00,0.00,0.00,157.00
843245,AHT20,28.96,34.55,0.00,0.00
843250,BMP280,30.17,0.00,1021.36,0.00
846197,MQ2,0.00,0.00,0.00,170.00
846252,AHT20,28.99,34.72,0.00,0.00
846256,BMP280,30.26,0.00,1021.34,0.00
849197,MQ2,0.00,0.00,0.00,167.00
849260,AHT20,29.27,34.90,0.00,0.00
849265,BMP280,30.53,0.00,1021.36,0.00
852197,MQ2,0.00,0.00,0.00,165.00
852260,AHT20,29.58,34.88,0.00,0.00
852264,BMP280,30.82,0.00,1021.35,0.00
855197,MQ2,0.00,0.00,0.00,156.00
855244,AHT20,29.40,34.67,0.00,0.00
855247,BMP280,30.57,0.00,1021.36,0.00
858197,MQ2,0.00,0.00,0.00,182.00
858244,AHT20,29.30,34.74,0.00,0.00
858248,BMP280,30.54,0.00,1021.34,0.00
861197,MQ2,0.00,0.00,0.00,178.00
861253,AHT20,29.62,34.89,0.00,0.00
861256,BMP280,30.87,0.00,1021.35,0.00
864197,MQ2,0.00,0.00,0.00,175.00
864270,AHT20,29.76,34.68,0.00,0.00
864275,BMP280,31.02,0.00,1021.41,0.00
867197,MQ2,0.00,0.00,0.00,165.00
867270,AHT20,29.68,34.29,0.00,0.00
867276,BMP280,31.00,0.00,1021.40,0.00
870197,MQ2,0.00,0.00,0.00,162.00
870239,AHT20,29.83,34.08,0.00,0.00
870245,BMP280,31.17,0.00,1021.39,0.00
873197,MQ2,0.00,0.00,0.00,160.00
873250,AHT20,30.20,33.77,0.00,0.00
873255,BMP280,31.47,0.00,1021.34,0.00
876197,MQ2,0.00,0.00,0.00,157.00
876261,AHT20,30.39,33.44,0.00,0.00
876266,BMP280,31.65,0.00,1021.33,0.00
879197,MQ2,0.00,0.00,0.00,160.00
879263,AHT20,30.52,33.29,0.00,0.00
879268,BMP280,31.74,0.00,1021.36,0.00
882197,MQ2,0.00,0.00,0.00,149.00
882245,AHT20,30.80,33.08,0.00,0.00
882250,BMP280,32.08,0.00,1021.29,0.00
885197,MQ2,0.00,0.00,0.00,160.00
885242,AHT20,30.81,33.11,0.00,0.00
885246,BMP280,32.11,0.00,1021.31,0.00
888197,MQ2,0.00,0.00,0.00,160.00
888252,AHT20,30.81,33.08,0.00,0.00
888256,BMP280,32.16,0.00,1021.31,0.00
891197,MQ2,0.00,0.00,0.00,157.00
891265,AHT20,30.98,32.97,0.00,0.00
891269,BMP280,32.34,0.00,1021.31,0.00
894197,MQ2,0.00,0.00,0.00,159.00
894264,AHT20,31.03,32.87,0.00,0.00
894268,BMP280,32.36,0.00,1021.29,0.00
897197,MQ2,0.00,0.00,0.00,162.00
897236,AHT20,31.02,33.24,0.00,0.00
897241,BMP280,32.26,0.00,1021.31,0.00
900197,MQ2,0.00,0.00,0.00,160.00
900249,AHT20,31.14,33.19,0.00,0.00
900253,BMP280,32.32,0.00,1021.28,0.00
903197,MQ2,0.00,0.00,0.00,160.00
903252,AHT20,31.28,33.00,0.00,0.00
903257,BMP280,32.47,0.00,1021.33,0.00
906197,MQ2,0.00,0.00,0.00,159.00
906270,AHT20,31.51,32.93,0.00,0.00
906275,BMP280,32.71,0.00,1021.32,0.00
909197,MQ2,0.00,0.00,0.00,155.00
909269,AHT20,31.71,32.80,0.00,0.00
909274,BMP280,32.94,0.00,1021.32,0.00
912197,MQ2,0.00,0.00,0.00,150.00
912248,AHT20,31.28,32.21,0.00,0.00
912252,BMP280,32.62,0.00,1021.30,0.00
915197,MQ2,0.00,0.00,0.00,155.00
915246,AHT20,31.25,32.08,0.00,0.00
915251,BMP280,32.62,0.00,1021.33,0.00
918197,MQ2,0.00,0.00,0.00,149.00
918251,AHT20,31.05,31.78,0.00,0.00
918255,BMP280,32.44,0.00,1021.28,0.00
921197,MQ2,0.00,0.00,0.00,150.00
921265,AHT20,31.07,31.68,0.00,0.00
921270,BMP280,32.46,0.00,1021.29,0.00
924197,MQ2,0.00,0.00,0.00,151.00
924242,AHT20,31.11,31.77,0.00,0.00
924247,BMP280,32.41,0.00,1021.29,0.00
927197,MQ2,0.00,0.00,0.00,159.00
927239,AHT20,31.20,31.58,0.00,0.00
927244,BMP280,32.52,0.00,1021.26,0.00
930197,MQ2,0.00,0.00,0.00,156.00
930258,AHT20,31.20,31.34,0.00,0.00
930262,BMP280,32.43,0.00,1021.26,0.00
933197,MQ2,0.00,0.00,0.00,158.00
933260,AHT20,31.17,31.32,0.00,0.00
933264,BMP280,32.38,0.00,1021.30,0.00
936197,MQ2,0.00,0.00,0.00,154.00
936265,AHT20,30.89,31.34,0.00,0.00
