Timestamp(ms),Sensor,Temp(C),Humidity(%),Pressure(hPa),Gas(Ohm/Analog)
162047,MQ2,0.00,0.00,0.00,3372.00
165047,MQ2,0.00,0.00,0.00,3290.00
168047,MQ2,0.00,0.00,0.00,3223.00
171047,MQ2,0.00,0.00,0.00,3165.00
174047,MQ2,0.00,0.00,0.00,3127.00
177047,MQ2,0.00,0.00,0.00,3091.00
180047,MQ2,0.00,0.00,0.00,3062.00
183047,MQ2,0.00,0.00,0.00,3022.00
186047,MQ2,0.00,0.00,0.00,2982.00
189047,MQ2,0.00,0.00,0.00,2950.00
192047,MQ2,0.00,0.00,0.00,2922.00
195047,MQ2,0.00,0.00,0.00,2896.00
198047,MQ2,0.00,0.00,0.00,2875.00
201047,MQ2,0.00,0.00,0.00,2848.00
204047,MQ2,0.00,0.00,0.00,2830.00
207047,MQ2,0.00,0.00,0.00,2807.00
210047,MQ2,0.00,0.00,0.00,2781.00
213047,MQ2,0.00,0.00,0.00,2765.00
216047,MQ2,0.00,0.00,0.00,2745.00
219047,MQ2,0.00,0.00,0.00,2721.00
222047,MQ2,0.00,0.00,0.00,2703.00
225047,MQ2,0.00,0.00,0.00,2690.00
228047,MQ2,0.00,0.00,0.00,2672.00
231047,MQ2,0.00,0.00,0.00,2653.00
234047,MQ2,0.00,0.00,0.00,2637.00
237047,MQ2,0.00,0.00,0.00,2619.00
240047,MQ2,0.00,0.00,0.00,2607.00
243047,MQ2,0.00,0.00,0.00,2598.00
246047,MQ2,0.00,0.00,0.00,2559.00
249047,MQ2,0.00,0.00,0.00,2559.00
252047,MQ2,0.00,0.00,0.00,2544.00
255047,MQ2,0.00,0.00,0.00,2531.00
258047,MQ2,0.00,0.00,0.00,2522.00
261047,MQ2,0.00,0.00,0.00,2510.00
264047,MQ2,0.00,0.00,0.00,2487.00
267047,MQ2,0.00,0.00,0.00,2479.00
270047,MQ2,0.00,0.00,0.00,2463.00
273047,MQ2,0.00,0.00,0.00,2453.00
276047,MQ2,0.00,0.00,0.00,2447.00
279047,MQ2,0.00,0.00,0.00,2437.00
282047,MQ2,0.00,0.00,0.00,2429.00
285047,MQ2,0.00,0.00,0.00,2416.00
288047,MQ2,0.00,0.00,0.00,2403.00
291047,MQ2,0.00,0.00,0.00,2390.00
294047,MQ2,0.00,0.00,0.00,2383.00
297047,MQ2,0.00,0.00,0.00,2368.00
300047,MQ2,0.00,0.00,0.00,2353.00
303047,MQ2,0.00,0.00,0.00,2348.00
306047,MQ2,0.00,0.00,0.00,2340.00
309047,MQ2,0.00,0.00,0.00,2331.00
312047,MQ2,0.00,0.00,0.00,2320.00
315047,MQ2,0.00,0.00,0.00,2310.00
318047,MQ2,0.00,0.00,0.00,2302.00
321047,MQ2,0.00,0.00,0.00,2288.00
324047,MQ2,0.00,0.00,0.00,2277.00
327047,MQ2,0.00,0.00,0.00,2269.00
330047,MQ2,0.00,0.00,0.00,2259.00
333047,MQ2,0.00,0.00,0.00,2249.00
336047,MQ2,0.00,0.00,0.00,2240.00
339047,MQ2,0.00,0.00,0.00,2229.00
342047,MQ2,0.00,0.00,0.00,2224.00
345047,MQ2,0.00,0.00,0.00,2222.00
348047,MQ2,0.00,0.00,0.00,2208.00
351047,MQ2,0.00,0.00,0.00,2195.00
354047,MQ2,0.00,0.00,0.00,2183.00
357047,MQ2,0.00,0.00,0.00,2175.00
360047,MQ2,0.00,0.00,0.00,2171.00
363047,MQ2,0.00,0.00,0.00,2160.00
366047,MQ2,0.00,0.00,0.00,2151.00
369047,MQ2,0.00,0.00,0.00,2146.00
372047,MQ2,0.00,0.00,0.00,2142.00
375047,MQ2,0.00,0.00,0.00,2137.00
378047,MQ2,0.00,0.00,0.00,2127.00
381047,MQ2,0.00,0.00,0.00,2119.00
384047,MQ2,0.00,0.00,0.00,2098.00
387047,MQ2,0.00,0.00,0.00,2102.00
390047,MQ2,0.00,0.00,0.00,2078.00
393047,MQ2,0.00,0.00,0.00,2065.00
396047,MQ2,0.00,0.00,0.00,2059.00
399047,MQ2,0.00,0.00,0.00,2057.00
402047,MQ2,0.00,0.00,0.00,2047.00
405047,MQ2,0.00,0.00,0.00,2043.00
408047,MQ2,0.00,0.00,0.00,2035.00
411047,MQ2,0.00,0.00,0.00,2033.00
414047,MQ2,0.00,0.00,0.00,2021.00
417047,MQ2,0.00,0.00,0.00,2017.00
420047,MQ2,0.00,0.00,0.00,2015.00
423047,MQ2,0.00,0.00,0.00,2002.00
426047,MQ2,0.00,0.00,0.00,1999.00
429047,MQ2,0.00,0.00,0.00,1990.00
432047,MQ2,0.00,0.00,0.00,2000.00
435047,MQ2,0.00,0.00,0.00,2000.00
438047,MQ2,0.00,0.00,0.00,1991.00
441047,MQ2,0.00,0.00,0.00,1957.00
444047,MQ2,0.00,0.00,0.00,1957.00
447047,MQ2,0.00,0.00,0.00,1951.00
450047,MQ2,0.00,0.00,0.00,1950.00
453047,MQ2,0.00,0.00,0.00,1945.00
456047,MQ2,0.00,0.00,0.00,1936.00
459047,MQ2,0.00,0.00,0.00,1930.00
462047,MQ2,0.00,0.00,0.00,1926.00
465047,MQ2,0.00,0.00,0.00,1920.00
468047,MQ2,0.00,0.00,0.00,1915.00
471047,MQ2,0.00,0.00,0.00,1903.00
474047,MQ2,0.00,0.00,0.00,1894.00
477047,MQ2,0.00,0.00,0.00,1888.00
480047,MQ2,0.00,0.00,0.00,1881.00
483047,MQ2,0.00,0.00,0.00,1874.00
486047,MQ2,0.00,0.00,0.00,1867.00
489047,MQ2,0.00,0.00,0.00,1871.00
492047,MQ2,0.00,0.00,0.00,1863.00
495047,MQ2,0.00,0.00,0.00,1856.00
498047,MQ2,0.00,0.00,0.00,1854.00
501047,MQ2,0.00,0.00,0.00,1841.00
504047,MQ2,0.00,0.00,0.00,1839.00
507047,MQ2,0.00,0.00,0.00,1837.00
510047,MQ2,0.00,0.00,0.00,1829.00
513047,MQ2,0.00,0.00,0.00,1825.00
516047,MQ2,0.00,0.00,0.00,1815.00
519047,MQ2,0.00,0.00,0.00,1808.00
522047,MQ2,0.00,0.00,0.00,1802.00
525047,MQ2,0.00,0.00,0.00,1802.00
528047,MQ2,0.00,0.00,0.00,1792.00
531047,MQ2,0.00,0.00,0.00,1787.00
534047,MQ2,0.00,0.00,0.00,1778.00
537047,MQ2,0.00,0.00,0.00,1779.00
540047,MQ2,0.00,0.00,0.00,1773.00
543047,MQ2,0.00,0.00,0.00,1763.00
546047,MQ2,0.00,0.00,0.00,1760.00
549047,MQ2,0.00,0.00,0.00,1758.00
552047,MQ2,0.00,0.00,0.00,1747.00
555047,MQ2,0.00,0.00,0.00,1744.00
558047,MQ2,0.00,0.00,0.00,1738.00
561047,MQ2,0.00,0.00,0.00,1733.00
564047,MQ2,0.00,0.00,0.00,1729.00
567047,MQ2,0.00,0.00,0.00,1726.00
570047,MQ2,0.00,0.00,0.00,1717.00
573047,MQ2,0.00,0.00,0.00,1712.00
576047,MQ2,0.00,0.00,0.00,1709.00
579047,MQ2,0.00,0.00,0.00,1721.00
582047,MQ2,0.00,0.00,0.00,1710.00
585047,MQ2,0.00,0.00,0.00,1707.00
588047,MQ2,0.00,0.00,0.00,1703.00
591047,MQ2,0.00,0.00,0.00,1699.00
594047,MQ2,0.00,0.00,0.00,1695.00
597047,MQ2,0.00,0.00,0.00,1691.00
600047,MQ2,0.00,0.00,0.00,1691.00
603047,MQ2,0.00,0.00,0.00,1680.00
606047,MQ2,0.00,0.00,0.00,1654.00
609047,MQ2,0.00,0.00,0.00,1678.00
612047,MQ2,0.00,0.00,0.00,1677.00
615047,MQ2,0.00,0.00,0.00,1664.00
618047,MQ2,0.00,0.00,0.00,1665.00
621047,MQ2,0.00,0.00,0.00,1661.00
624047,MQ2,0.00,0.00,0.00,1658.00
627047,MQ2,0.00,0.00,0.00,1651.00
630047,MQ2,0.00,0.00,0.00,1645.00
633047,MQ2,0.00,0.00,0.00,1633.00
636047,MQ2,0.00,0.00,0.00,1632.00
639047,MQ2,0.00,0.00,0.00,1653.00
642047,MQ2,0.00,0.00,0.00,1626.00
645047,MQ2,0.00,0.00,0.00,1619.00
648047,MQ2,0.00,0.00,0.00,1615.00
651047,MQ2,0.00,0.00,0.00,1613.00
654047,MQ2,0.00,0.00,0.00,1583.00
657047,MQ2,0.00,0.00,0.00,1583.00
660047,MQ2,0.00,0.00,0.00,1581.00
663047,MQ2,0.00,0.00,0.00,1571.00
666047,MQ2,0.00,0.00,0.00,3184.00
669047,MQ2,0.00,0.00,0.00,3506.00
672047,MQ2,0.00,0.00,0.00,2999.00
675047,MQ2,0.00,0.00,0.00,2637.00
678047,MQ2,0.00,0.00,0.00,2395.00
681047,MQ2,0.00,0.00,0.00,2239.00
684047,MQ2,0.00,0.00,0.00,2135.00
687047,MQ2,0.00,0.00,0.00,2064.00
690047,MQ2,0.00,0.00,0.00,1990.00
693047,MQ2,0.00,0.00,0.00,1954.00
696047,MQ2,0.00,0.00,0.00,1922.00
699047,MQ2,0.00,0.00,0.00,1886.00
702047,MQ2,0.00,0.00,0.00,1851.00
705047,MQ2,0.00,0.00,0.00,1830.00
708047,MQ2,0.00,0.00,0.00,1805.00
711047,MQ2,0.00,0.00,0.00,1785.00
714047,MQ2,0.00,0.00,0.00,1766.00
717047,MQ2,0.00,0.00,0.00,1750.00
720047,MQ2,0.00,0.00,0.00,1750.00
723047,MQ2,0.00,0.00,0.00,1734.00
726047,MQ2,0.00,0.00,0.00,1715.00
729047,MQ2,0.00,0.00,0.00,1706.00
732047,MQ2,0.00,0.00,0.00,1686.00
735047,MQ2,0.00,0.00,0.00,1669.00
738047,MQ2,0.00,0.00,0.00,1648.00
741047,MQ2,0.00,0.00,0.00,1629.00
744047,MQ2,0.00,0.00,0.00,1619.00
747047,MQ2,0.00,0.00,0.00,1613.00
750047,MQ2,0.00,0.00,0.00,1603.00
753047,MQ2,0.00,0.00,0.00,1600.00
756047,MQ2,0.00,0.00,0.00,1586.00
759047,MQ2,0.00,0.00,0.00,1575.00
762047,MQ2,0.00,0.00,0.00,1568.00
765047,MQ2,0.00,0.00,0.00,1562.00
768047,MQ2,0.00,0.00,0.00,1531.00
771047,MQ2,0.00,0.00,0.00,1531.00
774047,MQ2,0.00,0.00,0.00,1517.00
777047,MQ2,0.00,0.00,0.00,1502.00
780047,MQ2,0.00,0.00,0.00,1502.00
783047,MQ2,0.00,0.00,0.00,1491.00
786047,MQ2,0.00,0.00,0.00,1490.00
789047,MQ2,0.00,0.00,0.00,1456.00
792047,MQ2,0.00,0.00,0.00,1459.00
795047,MQ2,0.00,0.00,0.00,1456.00
798047,MQ2,0.00,0.00,0.00,1447.00
801047,MQ2,0.00,0.00,0.00,1447.00
804047,MQ2,0.00,0.00,0.00,1443.00
807047,MQ2,0.00,0.00,0.00,1455.00
810047,MQ2,0.00,0.00,0.00,1453.00
813047,MQ2,0.00,0.00,0.00,1421.00
816047,MQ2,0.00,0.00,0.00,1375.00
819047,MQ2,0.00,0.00,0.00,1362.00
822047,MQ2,0.00,0.00,0.00,1354.00
825047,MQ2,0.00,0.00,0.00,1392.00
828047,MQ2,0.00,0.00,0.00,1398.00
831047,MQ2,0.00,0.00,0.00,1393.00
834047,MQ2,0.00,0.00,0.00,1389.00
837047,MQ2,0.00,0.00,0.00,1375.00
840047,MQ2,0.00,0.00,0.00,1361.00
843047,MQ2,0.00,0.00,0.00,1360.00
846047,MQ2,0.00,0.00,0.00,1355.00
849047,MQ2,0.00,0.00,0.00,1348.00
852047,MQ2,0.00,0.00,0.00,1344.00
855047,MQ2,0.00,0.00,0.00,1340.00
858047,MQ2,0.00,0.00,0.00,1319.00
861047,MQ2,0.00,0.00,0.00,1317.00
864047,MQ2,0.00,0.00,0.00,1316.00
867047,MQ2,0.00,0.00,0.00,1312.00
870047,MQ2,0.00,0.00,0.00,1303.00
873047,MQ2,0.00,0.00,0.00,1311.00
876047,MQ2,0.00,0.00,0.00,1303.00
879047,MQ2,0.00,0.00,0.00,1683.00
882047,MQ2,0.00,0.00,0.00,3620.00
885047,MQ2,0.00,0.00,0.00,3453.00
888047,MQ2,0.00,0.00,0.00,2963.00
891047,MQ2,0.00,0.00,0.00,2595.00
894047,MQ2,0.00,0.00,0.00,2352.00
897047,MQ2,0.00,0.00,0.00,2199.00
900047,MQ2,0.00,0.00,0.00,2069.00
903047,MQ2,0.00,0.00,0.00,1977.00
906047,MQ2,0.00,0.00,0.00,1897.00
909047,MQ2,0.00,0.00,0.00,1840.00
912047,MQ2,0.00,0.00,0.00,1782.00
915047,MQ2,0.00,0.00,0.00,1750.00
918047,MQ2,0.00,0.00,0.00,1711.00
921047,MQ2,0.00,0.00,0.00,1664.00
924047,MQ2,0.00,0.00,0.00,1619.00
927047,MQ2,0.00,0.00,0.00,1591.00
930047,MQ2,0.00,0.00,0.00,1566.00
933047,MQ2,0.00,0.00,0.00,1533.00
936047,MQ2,0.00,0.00,0.00,1490.00
939047,MQ2,0.00,0.00,0.00,1473.00
942047,MQ2,0.00,0.00,0.00,1452.00
945047,MQ2,0.00,0.00,0.00,1439.00
948047,MQ2,0.00,0.00,0.00,1424.00
951047,MQ2,0.00,0.00,0.00,1409.00
954047,MQ2,0.00,0.00,0.00,1392.00
957047,MQ2,0.00,0.00,0.00,1383.00
960047,MQ2,0.00,0.00,0.00,1370.00
963047,MQ2,0.00,0.00,0.00,1355.00
966047,MQ2,0.00,0.00,0.00,1344.00
969047,MQ2,0.00,0.00,0.00,1335.00
972047,MQ2,0.00,0.00,0.00,1326.00
975047,MQ2,0.00,0.00,0.00,1312.00
978047,MQ2,0.00,0.00,0.00,1298.00
981047,MQ2,0.00,0.00,0.00,1291.00
984047,MQ2,0.00,0.00,0.00,1283.00
987047,MQ2,0.00,0.00,0.00,1293.00
990047,MQ2,0.00,0.00,0.00,1275.00
993047,MQ2,0.00,0.00,0.00,1264.00
996047,MQ2,0.00,0.00,0.00,1259.00
999047,MQ2,0.00,0.00,0.00,1263.00
1002047,MQ2,0.00,0.00,0.00,1249.00
1005047,MQ2,0.00,0.00,0.00,1239.00
1008047,MQ2,0.00,0.00,0.00,1264.00
1011047,MQ2,0.00,0.00,0.00,1237.00
1014047,MQ2,0.00,0.00,0.00,1227.00
1017047,MQ2,0.00,0.00,0.00,1249.00
1020047,MQ2,0.00,0.00,0.00,1221.00
1023047,MQ2,0.00,0.00,0.00,1245.00
1026047,MQ2,0.00,0.00,0.00,1259.00
1029047,MQ2,0.00,0.00,0.00,1214.00
1032047,MQ2,0.00,0.00,0.00,1217.00
1035047,MQ2,0.00,0.00,0.00,1196.00
1038047,MQ2,0.00,0.00,0.00,1199.00
1041047,MQ2,0.00,0.00,0.00,1185.00
1044047,MQ2,0.00,0.00,0.00,1190.00
1047047,MQ2,0.00,0.00,0.00,1179.00
1050047,MQ2,0.00,0.00,0.00,1171.00
1053047,MQ2,0.00,0.00,0.00,1166.00
1056047,MQ2,0.00,0.00,0.00,1165.00
1059047,MQ2,0.00,0.00,0.00,1162.00
1062047,MQ2,0.00,0.00,0.00,1156.00
1065047,MQ2,0.00,0.00,0.00,1151.00
1068047,MQ2,0.00,0.00,0.00,1145.00
1071047,MQ2,0.00,0.00,0.00,1141.00
1074047,MQ2,0.00,0.00,0.00,1133.00
1077047,MQ2,0.00,0.00,0.00,1136.00
1080047,MQ2,0.00,0.00,0.00,1133.00
1083047,MQ2,0.00,0.00,0.00,1123.00
1086047,MQ2,0.00,0.00,0.00,1121.00
1089047,MQ2,0.00,0.00,0.00,1122.00
1092047,MQ2,0.00,0.00,0.00,1114.00
1095047,MQ2,0.00,0.00,0.00,1111.00
1098047,MQ2,0.00,0.00,0.00,1107.00
1101047,MQ2,0.00,0.00,0.00,1103.00
1104047,MQ2,0.00,0.00,0.00,1104.00
1107047,MQ2,0.00,0.00,0.00,1099.00
1110047,MQ2,0.00,0.00,0.00,1093.00
1113047,MQ2,0.00,0.00,0.00,1088.00
1116047,MQ2,0.00,0.00,0.00,1085.00
1119047,MQ2,0.00,0.00,0.00,1086.00
1122047,MQ2,0.00,0.00,0.00,1082.00
1125047,MQ2,0.00,0.00,0.00,1076.00
1128047,MQ2,0.00,0.00,0.00,1076.00
1131047,MQ2,0.00,0.00,0.00,1071.00
1134047,MQ2,0.00,0.00,0.00,1072.00
1137047,MQ2,0.00,0.00,0.00,1071.00
1140047,MQ2,0.00,0.00,0.00,1062.00
1143047,MQ2,0.00,0.00,0.00,1057.00
1146047,MQ2,0.00,0.00,0.00,1053.00
1149047,MQ2,0.00,0.00,0.00,1051.00
1152047,MQ2,0.00,0.00,0.00,1047.00
1155047,MQ2,0.00,0.00,0.00,1040.00
1158047,MQ2,0.00,0.00,0.00,1037.00
1161047,MQ2,0.00,0.00,0.00,1038.00
1164047,MQ2,0.00,0.00,0.00,1036.00
1167047,MQ2,0.00,0.00,0.00,1034.00
1170047,MQ2,0.00,0.00,0.00,1034.00
1173047,MQ2,0.00,0.00,0.00,1023.00
1176047,MQ2,0.00,0.00,0.00,1018.00
1179047,MQ2,0.00,0.00,0.00,1016.00
1182047,MQ2,0.00,0.00,0.00,1023.00
1185047,MQ2,0.00,0.00,0.00,1009.00
1188047,MQ2,0.00,0.00,0.00,1009.00
1191047,MQ2,0.00,0.00,0.00,1007.00
1194047,MQ2,0.00,0.00,0.00,1008.00
1197047,MQ2,0.00,0.00,0.00,1003.00
1200047,MQ2,0.00,0.00,0.00,1002.00
1203047,MQ2,0.00,0.00,0.00,994.00
1206047,MQ2,0.00,0.00,0.00,990.00
1209047,MQ2,0.00,0.00,0.00,992.00
1212047,MQ2,0.00,0.00,0.00,987.00
1215047,MQ2,0.00,0.00,0.00,985.00
1218047,MQ2,0.00,0.00,0.00,985.00
1221047,MQ2,0.00,0.00,0.00,977.00
1224047,MQ2,0.00,0.00,0.00,981.00
1227047,MQ2,0.00,0.00,0.00,982.00
1230047,MQ2,0.00,0.00,0.00,976.00
1233047,MQ2,0.00,0.00,0.00,973.00
1236047,MQ2,0.00,0.00,0.00,967.00
1239047,MQ2,0.00,0.00,0.00,967.00
1242047,MQ2,0.00,0.00,0.00,961.00
1245047,MQ2,0.00,0.00,0.00,958.00
1248047,MQ2,0.00,0.00,0.00,952.00
1251047,MQ2,0.00,0.00,0.00,958.00
1254047,MQ2,0.00,0.00,0.00,953.00
1257047,MQ2,0.00,0.00,0.00,947.00
1260047,MQ2,0.00,0.00,0.00,945.00
1263047,MQ2,0.00,0.00,0.00,944.00
1266047,MQ2,0.00,0.00,0.00,941.00
1269047,MQ2,0.00,0.00,0.00,942.00
1272047,MQ2,0.00,0.00,0.00,960.00
1275047,MQ2,0.00,0.00,0.00,935.00
1278047,MQ2,0.00,0.00,0.00,933.00
1281047,MQ2,0.00,0.00,0.00,931.00
1284047,MQ2,0.00,0.00,0.00,928.00
1287047,MQ2,0.00,0.00,0.00,926.00
1290047,MQ2,0.00,0.00,0.00,924.00
1293047,MQ2,0.00,0.00,0.00,913.00
1296047,MQ2,0.00,0.00,0.00,903.00
1299047,MQ2,0.00,0.00,0.00,912.00
1302047,MQ2,0.00,0.00,0.00,910.00
1305047,MQ2,0.00,0.00,0.00,909.00
1308047,MQ2,0.00,0.00,0.00,910.00
1311047,MQ2,0.00,0.00,0.00,908.00
1314047,MQ2,0.00,0.00,0.00,905.00
1317047,MQ2,0.00,0.00,0.00,908.00
1320047,MQ2,0.00,0.00,0.00,902.00
1323047,MQ2,0.00,0.00,0.00,894.00
1326047,MQ2,0.00,0.00,0.00,897.00
1329047,MQ2,0.00,0.00,0.00,1061.00
1332047,MQ2,0.00,0.00,0.00,1447.00
1335047,MQ2,0.00,0.00,0.00,1375.00
1338047,MQ2,0.00,0.00,0.00,1267.00
1341047,MQ2,0.00,0.00,0.00,1196.00
1344047,MQ2,0.00,0.00,0.00,1463.00
1347047,MQ2,0.00,0.00,0.00,2813.00
1350047,MQ2,0.00,0.00,0.00,2479.00
1353047,MQ2,0.00,0.00,0.00,2131.00
1356047,MQ2,0.00,0.00,0.00,1899.00
1359047,MQ2,0.00,0.00,0.00,1740.00
1362047,MQ2,0.00,0.00,0.00,1648.00
1365047,MQ2,0.00,0.00,0.00,1559.00
1368047,MQ2,0.00,0.00,0.00,1486.00
1371047,MQ2,0.00,0.00,0.00,1423.00
1374047,MQ2,0.00,0.00,0.00,1370.00
1377047,MQ2,0.00,0.00,0.00,1328.00
1380047,MQ2,0.00,0.00,0.00,1289.00
1383047,MQ2,0.00,0.00,0.00,1254.00
1386047,MQ2,0.00,0.00,0.00,1220.00
1389047,MQ2,0.00,0.00,0.00,1197.00
1392047,MQ2,0.00,0.00,0.00,1168.00
1395047,MQ2,0.00,0.00,0.00,1146.00
1398047,MQ2,0.00,0.00,0.00,1125.00
1401047,MQ2,0.00,0.00,0.00,1104.00
1404047,MQ2,0.00,0.00,0.00,1082.00
1407047,MQ2,0.00,0.00,0.00,1070.00
1410047,MQ2,0.00,0.00,0.00,1055.00
1413047,MQ2,0.00,0.00,0.00,1040.00
1416047,MQ2,0.00,0.00,0.00,1023.00
1419047,MQ2,0.00,0.00,0.00,1013.00
1422047,MQ2,0.00,0.00,0.00,1005.00
1425047,MQ2,0.00,0.00,0.00,991.00
1428047,MQ2,0.00,0.00,0.00,981.00
1431047,MQ2,0.00,0.00,0.00,975.00
1434047,MQ2,0.00,0.00,0.00,966.00
1437047,MQ2,0.00,0.00,0.00,957.00
1440047,MQ2,0.00,0.00,0.00,949.00
1443047,MQ2,0.00,0.00,0.00,943.00
1446047,MQ2,0.00,0.00,0.00,935.00
1449047,MQ2,0.00,0.00,0.00,927.00
1452047,MQ2,0.00,0.00,0.00,919.00
1455047,MQ2,0.00,0.00,0.00,912.00
1458047,MQ2,0.00,0.00,0.00,909.00
1461047,MQ2,0.00,0.00,0.00,905.00
1464047,MQ2,0.00,0.00,0.00,900.00
1467047,MQ2,0.00,0.00,0.00,893.00
1470047,MQ2,0.00,0.00,0.00,883.00
1473047,MQ2,0.00,0.00,0.00,880.00
1476047,MQ2,0.00,0.00,0.00,875.00
1479047,MQ2,0.00,0.00,0.00,873.00
1482047,MQ2,0.00,0.00,0.00,870.00
1485047,MQ2,0.00,0.00,0.00,865.00
1488047,MQ2,0.00,0.00,0.00,857.00
1491047,MQ2,0.00,0.00,0.00,855.00
1494047,MQ2,0.00,0.00,0.00,851.00
1497047,MQ2,0.00,0.00,0.00,848.00
1500047,MQ2,0.00,0.00,0.00,847.00
1503047,MQ2,0.00,0.00,0.00,827.00
1506047,MQ2,0.00,0.00,0.00,837.00
1509047,MQ2,0.00,0.00,0.00,835.00
1512047,MQ2,0.00,0.00,0.00,821.00
1515047,MQ2,0.00,0.00,0.00,828.00
1518047,MQ2,0.00,0.00,0.00,827.00
1521047,MQ2,0.00,0.00,0.00,822.00
1524047,MQ2,0.00,0.00,0.00,817.00
1527047,MQ2,0.00,0.00,0.00,816.00
1530047,MQ2,0.00,0.00,0.00,815.00
1533047,MQ2,0.00,0.00,0.00,808.00
1536047,MQ2,0.00,0.00,0.00,806.00
1539047,MQ2,0.00,0.00,0.00,805.00
1542047,MQ2,0.00,0.00,0.00,802.00
1545047,MQ2,0.00,0.00,0.00,801.00
1548047,MQ2,0.00,0.00,0.00,797.00
1551047,MQ2,0.00,0.00,0.00,810.00
1554047,MQ2,0.00,0.00,0.00,791.00
1557047,MQ2,0.00,0.00,0.00,786.00
1560047,MQ2,0.00,0.00,0.00,784.00
1563047,MQ2,0.00,0.00,0.00,784.00
1566047,MQ2,0.00,0.00,0.00,784.00
1569047,MQ2,0.00,0.00,0.00,778.00
1572047,MQ2,0.00,0.00,0.00,779.00
1575047,MQ2,0.00,0.00,0.00,772.00
1578047,MQ2,0.00,0.00,0.00,769.00
1581047,MQ2,0.00,0.00,0.00,772.00
1584047,MQ2,0.00,0.00,0.00,768.00
1587047,MQ2,0.00,0.00,0.00,766.00
1590047,MQ2,0.00,0.00,0.00,766.00
1593047,MQ2,0.00,0.00,0.00,757.00
1596047,MQ2,0.00,0.00,0.00,761.00
1599047,MQ2,0.00,0.00,0.00,758.00
1602047,MQ2,0.00,0.00,0.00,757.00
1605047,MQ2,0.00,0.00,0.00,752.00
1608047,MQ2,0.00,0.00,0.00,752.00
1611047,MQ2,0.00,0.00,0.00,750.00
1614047,MQ2,0.00,0.00,0.00,749.00
1617047,MQ2,0.00,0.00,0.00,743.00
1620047,MQ2,0.00,0.00,0.00,742.00
1623047,MQ2,0.00,0.00,0.00,737.00
1626047,MQ2,0.00,0.00,0.00,737.00
1629047,MQ2,0.00,0.00,0.00,737.00
1632047,MQ2,0.00,0.00,0.00,736.00
1635047,MQ2,0.00,0.00,0.00,732.00
1638047,MQ2,0.00,0.00,0.00,731.00
1641047,MQ2,0.00,0.00,0.00,727.00
1644047,MQ2,0.00,0.00,0.00,725.00
1647047,MQ2,0.00,0.00,0.00,721.00
1650047,MQ2,0.00,0.00,0.00,722.00
1653047,MQ2,0.00,0.00,0.00,723.00
