Timestamp(ms),Sensor,Temp(C),Humidity(%),Pressure(hPa),Gas(Ohm/Analog)
900186,MQ2,0.00,0.00,0.00,580.00
900259,AHT20,27.52,40.02,0.00,0.00
900264,BMP280,28.35,0.00,1021.30,0.00
903186,MQ2,0.00,0.00,0.00,581.00
903257,AHT20,27.41,40.18,0.00,0.00
903261,BMP280,28.25,0.00,1021.33,0.00
906186,MQ2,0.00,0.00,0.00,577.00
906231,AHT20,27.45,40.47,0.00,0.00
906236,BMP280,28.25,0.00,1021.31,0.00
909186,MQ2,0.00,0.00,0.00,575.00
909235,AHT20,27.46,40.62,0.00,0.00
909240,BMP280,28.24,0.00,1021.27,0.00
912186,MQ2,0.00,0.00,0.00,581.00
912243,AHT20,27.51,40.68,0.00,0.00
912248,BMP280,28.33,0.00,1021.30,0.00
915186,MQ2,0.00,0.00,0.00,570.00
915236,AHT20,27.55,40.63,0.00,0.00
915241,BMP280,28.37,0.00,1021.30,0.00
918186,MQ2,0.00,0.00,0.00,566.00
918258,AHT20,27.58,40.58,0.00,0.00
918263,BMP280,28.38,0.00,1021.31,0.00
921186,MQ2,0.00,0.00,0.00,567.00
921230,AHT20,27.63,40.54,0.00,0.00
921262,BMP280,28.43,0.00,1021.29,0.00
924186,MQ2,0.00,0.00,0.00,571.00
924232,AHT20,27.69,40.51,0.00,0.00
924236,BMP280,28.51,0.00,1021.29,0.00
927186,MQ2,0.00,0.00,0.00,562.00
927231,AHT20,27.71,40.55,0.00,0.00
927236,BMP280,28.52,0.00,1021.30,0.00
930186,MQ2,0.00,0.00,0.00,570.00
930252,AHT20,27.84,40.61,0.00,0.00
930257,BMP280,28.63,0.00,1021.27,0.00
933186,MQ2,0.00,0.00,0.00,571.00
933247,AHT20,27.92,41.07,0.00,0.00
933252,BMP280,28.71,0.00,1021.28,0.00
936186,MQ2,0.00,0.00,0.00,578.00
936262,AHT20,28.03,41.04,0.00,0.00
936266,BMP280,28.84,0.00,1021.28,0.00
939186,MQ2,0.00,0.00,0.00,559.00
939228,AHT20,28.14,40.67,0.00,0.00
939232,BMP280,28.92,0.00,1021.31,0.00
942186,MQ2,0.00,0.00,0.00,563.00
942229,AHT20,28.10,40.11,0.00,0.00
942234,BMP280,28.92,0.00,1021.31,0.00
945186,MQ2,0.00,0.00,0.00,554.00
945239,AHT20,28.10,39.78,0.00,0.00
945243,BMP280,28.90,0.00,1021.31,0.00
948186,MQ2,0.00,0.00,0.00,560.00
948238,AHT20,28.16,39.88,0.00,0.00
948243,BMP280,28.91,0.00,1021.30,0.00
951186,MQ2,0.00,0.00,0.00,561.00
951257,AHT20,28.16,39.96,0.00,0.00
951262,BMP280,28.92,0.00,1021.32,0.00
954186,MQ2,0.00,0.00,0.00,558.00
954264,AHT20,28.19,39.80,0.00,0.00
954269,BMP280,29.02,0.00,1021.33,0.00
957186,MQ2,0.00,0.00,0.00,554.00
957232,AHT20,28.24,39.59,0.00,0.00
957236,BMP280,29.02,0.00,1021.35,0.00
960186,MQ2,0.00,0.00,0.00,555.00
960238,AHT20,28.24,39.48,0.00,0.00
960243,BMP280,28.98,0.00,1021.33,0.00
963186,MQ2,0.00,0.00,0.00,554.00
963244,AHT20,28.22,39.17,0.00,0.00
963248,BMP280,28.99,0.00,1021.35,0.00
966186,MQ2,0.00,0.00,0.00,551.00
966257,AHT20,28.07,38.94,0.00,0.00
966262,BMP280,28.89,0.00,1021.30,0.00
969186,MQ2,0.00,0.00,0.00,551.00
969231,AHT20,28.14,38.97,0.00,0.00
969272,BMP280,28.96,0.00,1021.33,0.00
972186,MQ2,0.00,0.00,0.00,551.00
972231,AHT20,28.23,38.96,0.00,0.00
972237,BMP280,29.02,0.00,1021.38,0.00
975186,MQ2,0.00,0.00,0.00,560.00
975234,AHT20,28.27,38.93,0.00,0.00
975238,BMP280,29.02,0.00,1021.36,0.00
978186,MQ2,0.00,0.00,0.00,560.00
978244,AHT20,28.25,38.89,0.00,0.00
978249,BMP280,29.01,0.00,1021.35,0.00
981186,MQ2,0.00,0.00,0.00,560.00
981246,AHT20,28.21,39.07,0.00,0.00
981250,BMP280,29.01,0.00,1021.33,0.00
984186,MQ2,0.00,0.00,0.00,566.00
984232,AHT20,28.23,39.31,0.00,0.00
984266,BMP280,29.07,0.00,1021.35,0.00
987186,MQ2,0.00,0.00,0.00,561.00
987225,AHT20,28.26,39.61,0.00,0.00
987229,BMP280,29.13,0.00,1021.34,0.00
990186,MQ2,0.00,0.00,0.00,561.00
990230,AHT20,28.38,39.70,0.00,0.00
990234,BMP280,29.24,0.00,1021.29,0.00
993186,MQ2,0.00,0.00,0.00,567.00
993242,AHT20,28.61,39.89,0.00,0.00
993247,BMP280,29.43,0.00,1021.34,0.00
996186,MQ2,0.00,0.00,0.00,568.00
996256,AHT20,28.70,39.89,0.00,0.00
996262,BMP280,29.54,0.00,1021.32,0.00
999186,MQ2,0.00,0.00,0.00,567.00
999254,AHT20,28.71,39.89,0.00,0.00
999259,BMP280,29.55,0.00,1021.35,0.00
1002186,MQ2,0.00,0.00,0.00,564.00
1002231,AHT20,28.61,39.95,0.00,0.00
1002235,BMP280,29.49,0.00,1021.35,0.00
1005186,MQ2,0.00,0.00,0.00,570.00
1005235,AHT20,28.44,40.40,0.00,0.00
1005242,BMP280,29.37,0.00,1021.36,0.00
1008186,MQ2,0.00,0.00,0.00,567.00
1008234,AHT20,28.20,40.20,0.00,0.00
1008239,BMP280,29.08,0.00,1021.38,0.00
1011186,MQ2,0.00,0.00,0.00,554.00
1011237,AHT20,28.08,40.06,0.00,0.00
1011241,BMP280,28.99,0.00,1021.34,0.00
1014186,MQ2,0.00,0.00,0.00,553.00
1014251,AHT20,27.69,39.79,0.00,0.00
1014255,BMP280,28.48,0.00,1021.28,0.00
1017186,MQ2,0.00,0.00,0.00,566.00
1017246,AHT20,27.38,40.00,0.00,0.00
1017250,BMP280,28.28,0.00,1021.32,0.00
1020186,MQ2,0.00,0.00,0.00,579.00
1020238,AHT20,27.18,40.17,0.00,0.00
1020242,BMP280,28.08,0.00,1021.34,0.00
1023186,MQ2,0.00,0.00,0.00,583.00
1023232,AHT20,27.04,40.37,0.00,0.00
1023237,BMP280,27.98,0.00,1021.34,0.00
1026186,MQ2,0.00,0.00,0.00,575.00
1026248,AHT20,26.98,40.59,0.00,0.00
1026252,BMP280,27.84,0.00,1021.27,0.00
1029186,MQ2,0.00,0.00,0.00,581.00
1029254,AHT20,27.14,40.83,0.00,0.00
1029258,BMP280,28.02,0.00,1021.32,0.00
1032186,MQ2,0.00,0.00,0.00,569.00
1032265,AHT20,26.91,40.85,0.00,0.00
1032270,BMP280,27.79,0.00,1021.31,0.00
1035186,MQ2,0.00,0.00,0.00,581.00
1035230,AHT20,26.62,40.94,0.00,0.00
1035235,BMP280,27.50,0.00,1021.29,0.00
1038186,MQ2,0.00,0.00,0.00,581.00
1038233,AHT20,26.68,41.19,0.00,0.00
1038238,BMP280,27.62,0.00,1021.31,0.00
1041186,MQ2,0.00,0.00,0.00,587.00
1041234,AHT20,26.58,41.31,0.00,0.00
1041238,BMP280,27.44,0.00,1021.30,0.00
1044186,MQ2,0.00,0.00,0.00,574.00
1044237,AHT20,26.58,41.56,0.00,0.00
1044242,BMP280,27.41,0.00,1021.32,0.00
1047186,MQ2,0.00,0.00,0.00,563.00
1047263,AHT20,26.53,41.96,0.00,0.00
1047268,BMP280,27.26,0.00,1021.29,0.00
1050186,MQ2,0.00,0.00,0.00,559.00
1050259,AHT20,26.61,42.22,0.00,0.00
1050264,BMP280,27.35,0.00,1021.30,0.00
1053186,MQ2,0.00,0.00,0.00,560.00
1053231,AHT20,26.68,42.34,0.00,0.00
1053235,BMP280,27.44,0.00,1021.32,0.00
1056186,MQ2,0.00,0.00,0.00,559.00
1056236,AHT20,26.76,42.50,0.00,0.00
1056240,BMP280,27.52,0.00,1021.30,0.00
1059186,MQ2,0.00,0.00,0.00,558.00
1059252,AHT20,26.81,42.81,0.00,0.00
1059256,BMP280,27.62,0.00,1021.24,0.00
1062186,MQ2,0.00,0.00,0.00,546.00
1062254,AHT20,26.99,42.74,0.00,0.00
1062259,BMP280,27.81,0.00,1021.26,0.00
1065186,MQ2,0.00,0.00,0.00,542.00
1065231,AHT20,27.12,42.42,0.00,0.00
1065265,BMP280,27.89,0.00,1021.29,0.00
1068186,MQ2,0.00,0.00,0.00,542.00
1068232,AHT20,27.19,42.13,0.00,0.00
1068237,BMP280,27.96,0.00,1021.30,0.00
1071186,MQ2,0.00,0.00,0.00,537.00
1071240,AHT20,27.12,41.98,0.00,0.00
1071245,BMP280,27.89,0.00,1021.27,0.00
1074186,MQ2,0.00,0.00,0.00,530.00
1074239,AHT20,27.06,41.79,0.00,0.00
1074244,BMP280,27.77,0.00,1021.28,0.00
1077186,MQ2,0.00,0.00,0.00,528.00
1077251,AHT20,26.86,41.53,0.00,0.00
1077255,BMP280,27.62,0.00,1021.26,0.00
1080186,MQ2,0.00,0.00,0.00,539.00
1080232,AHT20,26.76,41.71,0.00,0.00
1080263,BMP280,27.57,0.00,1021.24,0.00
1083186,MQ2,0.00,0.00,0.00,538.00
1083227,AHT20,26.79,41.62,0.00,0.00
1083231,BMP280,27.56,0.00,1021.26,0.00
1086186,MQ2,0.00,0.00,0.00,538.00
1086233,AHT20,26.83,41.51,0.00,0.00
1086237,BMP280,27.59,0.00,1021.25,0.00
1089186,MQ2,0.00,0.00,0.00,544.00
1089234,AHT20,26.77,41.37,0.00,0.00
1089238,BMP280,27.56,0.00,1021.20,0.00
1092186,MQ2,0.00,0.00,0.00,549.00
1092241,AHT20,26.81,41.28,0.00,0.00
1092246,BMP280,27.60,0.00,1021.25,0.00
1095186,MQ2,0.00,0.00,0.00,551.00
1095231,AHT20,26.67,41.34,0.00,0.00
1095233,BMP280,27.53,0.00,1021.27,0.00
1098186,MQ2,0.00,0.00,0.00,564.00
1098233,AHT20,26.72,41.74,0.00,0.00
1098238,BMP280,27.60,0.00,1021.27,0.00
1101186,MQ2,0.00,0.00,0.00,560.00
1101234,AHT20,26.86,41.68,0.00,0.00
1101239,BMP280,27.71,0.00,1021.29,0.00
1104186,MQ2,0.00,0.00,0.00,548.00
1104244,AHT20,26.74,41.60,0.00,0.00
1104250,BMP280,27.54,0.00,1021.31,0.00
1107186,MQ2,0.00,0.00,0.00,542.00
1107245,AHT20,26.72,41.54,0.00,0.00
1107249,BMP280,27.46,0.00,1021.24,0.00
1110186,MQ2,0.00,0.00,0.00,554.00
1110260,AHT20,26.71,41.51,0.00,0.00
1110266,BMP280,27.39,0.00,1021.23,0.00
1113186,MQ2,0.00,0.00,0.00,542.00
1113244,AHT20,26.59,41.51,0.00,0.00
1113248,BMP280,27.29,0.00,1021.28,0.00
1116186,MQ2,0.00,0.00,0.00,541.00
1116233,AHT20,26.57,41.51,0.00,0.00
1116237,BMP280,27.32,0.00,1021.27,0.00
1119186,MQ2,0.00,0.00,0.00,538.00
1119233,AHT20,26.73,41.54,0.00,0.00
1119238,BMP280,27.51,0.00,1021.29,0.00
1122186,MQ2,0.00,0.00,0.00,544.00
1122252,AHT20,26.69,41.58,0.00,0.00
1122257,BMP280,27.52,0.00,1021.28,0.00
1125186,MQ2,0.00,0.00,0.00,539.00
1125251,AHT20,26.69,41.75,0.00,0.00
1125256,BMP280,27.51,0.00,1021.29,0.00
1128186,MQ2,0.00,0.00,0.00,534.00
1128233,AHT20,26.72,41.91,0.00,0.00
1128264,BMP280,27.49,0.00,1021.20,0.00
1131186,MQ2,0.00,0.00,0.00,539.00
1131233,AHT20,26.60,42.09,0.00,0.00
1131236,BMP280,27.38,0.00,1021.18,0.00
1134186,MQ2,0.00,0.00,0.00,578.00
1134232,AHT20,26.46,42.38,0.00,0.00
1134237,BMP280,27.31,0.00,1021.24,0.00
1137186,MQ2,0.00,0.00,0.00,590.00
1137238,AHT20,26.54,42.43,0.00,0.00
1137242,BMP280,27.37,0.00,1021.22,0.00
1140186,MQ2,0.00,0.00,0.00,586.00
1140243,AHT20,26.59,42.27,0.00,0.00
1140248,BMP280,27.42,0.00,1021.28,0.00
1143186,MQ2,0.00,0.00,0.00,587.00
1143259,AHT20,26.63,42.29,0.00,0.00
1143263,BMP280,27.46,0.00,1021.27,0.00
1146186,MQ2,0.00,0.00,0.00,571.00
1146256,AHT20,26.53,42.34,0.00,0.00
1146261,BMP280,27.36,0.00,1021.23,0.00
1149186,MQ2,0.00,0.00,0.00,558.00
1149234,AHT20,26.25,42.47,0.00,0.00
1149239,BMP280,27.10,0.00,1021.20,0.00
1152186,MQ2,0.00,0.00,0.00,573.00
1152238,AHT20,25.97,42.38,0.00,0.00
1152243,BMP280,26.84,0.00,1021.18,0.00
1155186,MQ2,0.00,0.00,0.00,603.00
1155242,AHT20,25.92,42.51,0.00,0.00
1155246,BMP280,26.86,0.00,1021.24,0.00
1158186,MQ2,0.00,0.00,0.00,612.00
1158253,AHT20,25.86,42.93,0.00,0.00
1158257,BMP280,26.78,0.00,1021.22,0.00
1161186,MQ2,0.00,0.00,0.00,624.00
1161231,AHT20,25.93,43.32,0.00,0.00
1161265,BMP280,26.82,0.00,1021.22,0.00
1164186,MQ2,0.00,0.00,0.00,596.00
1164229,AHT20,25.78,43.20,0.00,0.00
1164234,BMP280,26.66,0.00,1021.24,0.00
1167186,MQ2,0.00,0.00,0.00,605.00
1167237,AHT20,25.93,43.14,0.00,0.00
1167241,BMP280,26.77,0.00,1021.25,0.00
1170186,MQ2,0.00,0.00,0.00,583.00
1170239,AHT20,26.01,42.89,0.00,0.00
1170244,BMP280,26.84,0.00,1021.23,0.00
1173186,MQ2,0.00,0.00,0.00,567.00
1173247,AHT20,26.18,42.67,0.00,0.00
1173251,BMP280,26.93,0.00,1021.25,0.00
1176186,MQ2,0.00,0.00,0.00,555.00
1176232,AHT20,26.24,42.48,0.00,0.00
1176260,BMP280,26.96,0.00,1021.24,0.00
1179186,MQ2,0.00,0.00,0.00,551.00
1179236,AHT20,26.40,42.45,0.00,0.00
1179239,BMP280,27.09,0.00,1021.28,0.00
1182186,MQ2,0.00,0.00,0.00,541.00
1182233,AHT20,26.36,42.31,0.00,0.00
1182238,BMP280,27.05,0.00,1021.26,0.00
1185186,MQ2,0.00,0.00,0.00,528.00
1185239,AHT20,26.43,42.21,0.00,0.00
1185244,BMP280,27.12,0.00,1021.28,0.00
1188186,MQ2,0.00,0.00,0.00,533.00
1188246,AHT20,26.46,42.34,0.00,0.00
1188250,BMP280,27.18,0.00,1021.27,0.00
1191186,MQ2,0.00,0.00,0.00,531.00
1191251,AHT20,26.41,42.58,0.00,0.00
1191255,BMP280,27.19,0.00,1021.24,0.00
1194186,MQ2,0.00,0.00,0.00,538.00
1194231,AHT20,26.39,42.76,0.00,0.00
1194235,BMP280,27.23,0.00,1021.19,0.00
1197186,MQ2,0.00,0.00,0.00,553.00
1197234,AHT20,26.40,42.68,0.00,0.00
1197239,BMP280,27.22,0.00,1021.26,0.00
1200186,MQ2,0.00,0.00,0.00,549.00
1200238,AHT20,26.30,42.70,0.00,0.00
1200243,BMP280,27.13,0.00,1021.22,0.00
1203186,MQ2,0.00,0.00,0.00,553.00
1203241,AHT20,26.32,42.54,0.00,0.00
1203245,BMP280,27.14,0.00,1021.27,0.00
1206186,MQ2,0.00,0.00,0.00,538.00
1206250,AHT20,26.24,42.39,0.00,0.00
1206253,BMP280,27.01,0.00,1021.28,0.00
1209186,MQ2,0.00,0.00,0.00,528.00
1209253,AHT20,26.04,42.22,0.00,0.00
1209257,BMP280,26.85,0.00,1021.20,0.00
1212186,MQ2,0.00,0.00,0.00,555.00
1212233,AHT20,25.99,42.37,0.00,0.00
1212238,BMP280,26.80,0.00,1021.22,0.00
1215186,MQ2,0.00,0.00,0.00,564.00
1215230,AHT20,26.13,42.36,0.00,0.00
1215235,BMP280,26.99,0.00,1021.22,0.00
1218186,MQ2,0.00,0.00,0.00,559.00
1218250,AHT20,26.18,42.30,0.00,0.00
1218255,BMP280,27.00,0.00,1021.23,0.00
1221186,MQ2,0.00,0.00,0.00,549.00
1221248,AHT20,26.13,42.48,0.00,0.00
1221252,BMP280,26.98,0.00,1021.25,0.00
1224186,MQ2,0.00,0.00,0.00,547.00
1224258,AHT20,26.23,42.79,0.00,0.00
1224265,BMP280,27.12,0.00,1021.21,0.00
1227186,MQ2,0.00,0.00,0.00,530.00
1227233,AHT20,26.42,42.59,0.00,0.00
1227238,BMP280,27.22,0.00,1021.24,0.00
1230186,MQ2,0.00,0.00,0.00,530.00
1230235,AHT20,26.35,42.50,0.00,0.00
1230240,BMP280,27.17,0.00,1021.25,0.00
1233186,MQ2,0.00,0.00,0.00,528.00
1233240,AHT20,26.19,42.44,0.00,0.00
1233245,BMP280,27.00,0.00,1021.23,0.00
1236186,MQ2,0.00,0.00,0.00,528.00
1236238,AHT20,26.35,42.56,0.00,0.00
1236243,BMP280,27.15,0.00,1021.23,0.00
1239186,MQ2,0.00,0.00,0.00,511.00
1239264,AHT20,26.39,42.35,0.00,0.00
1239268,BMP280,27.17,0.00,1021.21,0.00
1242186,MQ2,0.00,0.00,0.00,511.00
1242261,AHT20,26.44,42.49,0.00,0.00
1242266,BMP280,27.25,0.00,1021.22,0.00
1245186,MQ2,0.00,0.00,0.00,528.00
1245238,AHT20,26.54,42.80,0.00,0.00
1245243,BMP280,27.39,0.00,1021.22,0.00
1248186,MQ2,0.00,0.00,0.00,524.00
1248235,AHT20,26.70,42.68,0.00,0.00
1248240,BMP280,27.53,0.00,1021.23,0.00
1251186,MQ2,0.00,0.00,0.00,511.00
1251241,AHT20,26.83,42.43,0.00,0.00
1251246,BMP280,27.61,0.00,1021.23,0.00
1254186,MQ2,0.00,0.00,0.00,509.00
1254259,AHT20,26.89,42.12,0.00,0.00
1254264,BMP280,27.70,0.00,1021.24,0.00
1257186,MQ2,0.00,0.00,0.00,507.00
1257231,AHT20,26.93,41.79,0.00,0.00
1257264,BMP280,27.75,0.00,1021.26,0.00
1260186,MQ2,0.00,0.00,0.00,507.00
1260229,AHT20,27.03,41.55,0.00,0.00
1260234,BMP280,27.86,0.00,1021.25,0.00
1263186,MQ2,0.00,0.00,0.00,506.00
1263244,AHT20,27.17,41.44,0.00,0.00
1263249,BMP280,27.97,0.00,1021.26,0.00
1266186,MQ2,0.00,0.00,0.00,503.00
1266236,AHT20,27.35,41.35,0.00,0.00
1266241,BMP280,28.11,0.00,1021.29,0.00
1269186,MQ2,0.00,0.00,0.00,501.00
1269252,AHT20,27.47,41.17,0.00,0.00
1269256,BMP280,28.24,0.00,1021.29,0.00
1272186,MQ2,0.00,0.00,0.00,494.00
1272249,AHT20,27.62,40.92,0.00,0.00
1272254,BMP280,28.38,0.00,1021.30,0.00
1275186,MQ2,0.00,0.00,0.00,499.00
1275232,AHT20,27.70,40.64,0.00,0.00
1275236,BMP280,28.50,0.00,1021.24,0.00
1278186,MQ2,0.00,0.00,0.00,499.00
1278233,AHT20,27.77,40.46,0.00,0.00
1278237,BMP280,28.58,0.00,1021.22,0.00
1281186,MQ2,0.00,0.00,0.00,499.00
1281236,AHT20,27.85,40.23,0.00,0.00
1281240,BMP280,28.62,0.00,1021.23,0.00
1284186,MQ2,0.00,0.00,0.00,508.00
1284248,AHT20,27.80,40.68,0.00,0.00
1284253,BMP280,28.60,0.00,1021.23,0.00
1287186,MQ2,0.00,0.00,0.00,507.00
1287265,AHT20,27.82,40.69,0.00,0.00
1287269,BMP280,28.66,0.00,1021.26,0.00
1290186,MQ2,0.00,0.00,0.00,511.00
1290231,AHT20,27.92,40.73,0.00,0.00
1290236,BMP280,28.78,0.00,1021.26,0.00
1293186,MQ2,0.00,0.00,0.00,511.00
1293231,AHT20,27.86,40.57,0.00,0.00
1293236,BMP280,28.71,0.00,1021.26,0.00
1296186,MQ2,0.00,0.00,0.00,508.00
1296238,AHT20,28.01,40.61,0.00,0.00
1296242,BMP280,28.82,0.00,1021.27,0.00
1299186,MQ2,0.00,0.00,0.00,506.00
1299242,AHT20,28.07,40.51,0.00,0.00
1299246,BMP280,28.89,0.00,1021.28,0.00
1302186,MQ2,0.00,0.00,0.00,504.00
1302257,AHT20,27.96,40.27,0.00,0.00
1302262,BMP280,28.80,0.00,1021.29,0.00
1305186,MQ2,0.00,0.00,0.00,511.00
1305252,AHT20,28.07,40.07,0.00,0.00
1305257,BMP280,28.92,0.00,1021.31,0.00
1308186,MQ2,0.00,0.00,0.00,511.00
1308234,AHT20,28.26,39.86,0.00,0.00
1308237,BMP280,29.07,0.00,1021.30,0.00
1311186,MQ2,0.00,0.00,0.00,506.00
1311235,AHT20,28.37,39.73,0.00,0.00
1311240,BMP280,29.22,0.00,1021.28,0.00
1314186,MQ2,0.00,0.00,0.00,507.00
1314254,AHT20,28.33,39.67,0.00,0.00
1314257,BMP280,29.19,0.00,1021.27,0.00
1317186,MQ2,0.00,0.00,0.00,508.00
1317248,AHT20,28.23,39.57,0.00,0.00
1317252,BMP280,29.01,0.00,1021.32,0.00
1320186,MQ2,0.00,0.00,0.00,502.00
1320267,AHT20,28.29,39.37,0.00,0.00
1320272,BMP280,29.03,0.00,1021.29,0.00
1323186,MQ2,0.00,0.00,0.00,497.00
1323224,AHT20,28.30,39.20,0.00,0.00
1323228,BMP280,29.04,0.00,1021.31,0.00
1326186,MQ2,0.00,0.00,0.00,502.00
1326228,AHT20,28.51,39.24,0.00,0.00
1326233,BMP280,29.22,0.00,1021.25,0.00
1329186,MQ2,0.00,0.00,0.00,499.00
1329241,AHT20,28.61,39.05,0.00,0.00
1329245,BMP280,29.38,0.00,1021.31,0.00
1332186,MQ2,0.00,0.00,0.00,495.00
1332235,AHT20,28.77,38.87,0.00,0.00
1332241,BMP280,29.54,0.00,1021.30,0.00
1335186,MQ2,0.00,0.00,0.00,496.00
1335258,AHT20,28.89,38.70,0.00,0.00
1335262,BMP280,29.73,0.00,1021.30,0.00
1338186,MQ2,0.00,0.00,0.00,497.00
1338266,AHT20,28.84,38.52,0.00,0.00
1338271,BMP280,29.67,0.00,1021.34,0.00
1341186,MQ2,0.00,0.00,0.00,496.00
1341235,AHT20,28.75,38.40,0.00,0.00
1341240,BMP280,29.68,0.00,1021.34,0.00
1344186,MQ2,0.00,0.00,0.00,499.00
1344238,AHT20,28.94,38.34,0.00,0.00
1344244,BMP280,29.85,0.00,1021.33,0.00
1347186,MQ2,0.00,0.00,0.00,501.00
1347248,AHT20,28.93,38.18,0.00,0.00
1347252,BMP280,29.84,0.00,1021.36,0.00
1350186,MQ2,0.00,0.00,0.00,506.00
1350253,AHT20,28.75,38.17,0.00,0.00
1350258,BMP280,29.62,0.00,1021.35,0.00
1353186,MQ2,0.00,0.00,0.00,495.00
1353233,AHT20,28.97,38.03,0.00,0.00
1353239,BMP280,29.77,0.00,1021.35,0.00
1356186,MQ2,0.00,0.00,0.00,490.00
1356232,AHT20,28.92,37.86,0.00,0.00
1356237,BMP280,29.74,0.00,1021.35,0.00
1359186,MQ2,0.00,0.00,0.00,483.00
1359230,AHT20,29.02,37.73,0.00,0.00
1359234,BMP280,29.87,0.00,1021.35,0.00
1362186,MQ2,0.00,0.00,0.00,492.00
1362240,AHT20,28.84,37.48,0.00,0.00
1362245,BMP280,29.78,0.00,1021.38,0.00
1365186,MQ2,0.00,0.00,0.00,486.00
1365256,AHT20,28.66,37.38,0.00,0.00
1365260,BMP280,29.65,0.00,1021.36,0.00
1368186,MQ2,0.00,0.00,0.00,495.00
1368255,AHT20,28.63,37.41,0.00,0.00
1368260,BMP280,29.54,0.00,1021.38,0.00
1371186,MQ2,0.00,0.00,0.00,487.00
1371231,AHT20,28.54,37.60,0.00,0.00
1371235,BMP280,29.43,0.00,1021.38,0.00
1374186,MQ2,0.00,0.00,0.00,491.00
1374233,AHT20,28.53,37.67,0.00,0.00
1374238,BMP280,29.36,0.00,1021.35,0.00
1377186,MQ2,0.00,0.00,0.00,490.00
1377238,AHT20,28.51,37.94,0.00,0.00
1377243,BMP280,29.35,0.00,1021.34,0.00
1380186,MQ2,0.00,0.00,0.00,487.00
1380259,AHT20,28.24,37.83,0.00,0.00
1380264,BMP280,29.09,0.00,1021.35,0.00
1383186,MQ2,0.00,0.00,0.00,498.00
1383253,AHT20,28.23,37.92,0.00,0.00
1383258,BMP280,29.02,0.00,1021.33,0.00
1386186,MQ2,0.00,0.00,0.00,508.00
1386233,AHT20,28.18,38.10,0.00,0.00
1386235,BMP280,29.05,0.00,1021.32,0.00
1389186,MQ2,0.00,0.00,0.00,511.00
1389231,AHT20,28.16,38.59,0.00,0.00
1389236,BMP280,29.09,0.00,1021.31,0.00
1392186,MQ2,0.00,0.00,0.00,511.00
1392237,AHT20,28.27,39.02,0.00,0.00
1392241,BMP280,29.16,0.00,1021.31,0.00
1395186,MQ2,0.00,0.00,0.00,511.00
1395241,AHT20,28.25,39.09,0.00,0.00
1395245,BMP280,29.14,0.00,1021.28,0.00
1398186,MQ2,0.00,0.00,0.00,503.00
1398252,AHT20,28.46,39.08,0.00,0.00
1398257,BMP280,29.37,0.00,1021.28,0.00
1401186,MQ2,0.00,0.00,0.00,509.00
1401261,AHT20,28.58,38.98,0.00,0.00
1401263,BMP280,29.46,0.00,1021.30,0.00
1404186,MQ2,0.00,0.00,0.00,498.00
1404227,AHT20,28.70,38.84,0.00,0.00
1404231,BMP280,29.55,0.00,1021.34,0.00
1407186,MQ2,0.00,0.00,0.00,495.00
1407237,AHT20,28.70,38.46,0.00,0.00
1407241,BMP280,29.58,0.00,1021.32,0.00
1410186,MQ2,0.00,0.00,0.00,491.00
1410246,AHT20,28.42,38.01,0.00,0.00
1410251,BMP280,29.23,0.00,1021.32,0.00
1413186,MQ2,0.00,0.00,0.00,485.00
1413247,AHT20,28.49,37.83,0.00,0.00
1413251,BMP280,29.29,0.00,1021.31,0.00
1416186,MQ2,0.00,0.00,0.00,479.00
1416265,AHT20,28.45,37.66,0.00,0.00
1416270,BMP280,29.29,0.00,1021.32,0.00
1419186,MQ2,0.00,0.00,0.00,486.00
1419226,AHT20,28.27,37.68,0.00,0.00
1419231,BMP280,29.12,0.00,1021.31,0.00
1422186,MQ2,0.00,0.00,0.00,484.00
1422232,AHT20,28.18,37.74,0.00,0.00
1422234,BMP280,29.03,0.00,1021.34,0.00
1425186,MQ2,0.00,0.00,0.00,493.00
1425244,AHT20,28.13,38.09,0.00,0.00
1425248,BMP280,29.01,0.00,1021.31,0.00
1428186,MQ2,0.00,0.00,0.00,495.00
1428239,AHT20,28.03,38.30,0.00,0.00
1428243,BMP280,28.96,0.00,1021.30,0.00
1431186,MQ2,0.00,0.00,0.00,494.00
1431263,AHT20,27.90,38.47,0.00,0.00
1431268,BMP280,28.80,0.00,1021.29,0.00
1434186,MQ2,0.00,0.00,0.00,496.00
1434256,AHT20,27.79,38.75,0.00,0.00
1434262,BMP280,28.72,0.00,1021.30,0.00
1437186,MQ2,0.00,0.00,0.00,503.00
1437228,AHT20,27.63,39.16,0.00,0.00
1437232,BMP280,28.59,0.00,1021.26,0.00
1440186,MQ2,0.00,0.00,0.00,509.00
1440240,AHT20,27.51,39.68,0.00,0.00
1440245,BMP280,28.49,0.00,1021.23,0.00
1443186,MQ2,0.00,0.00,0.00,511.00
1443238,AHT20,27.55,40.31,0.00,0.00
1443242,BMP280,28.45,0.00,1021.28,0.00
1446186,MQ2,0.00,0.00,0.00,502.00
1446256,AHT20,27.40,40.66,0.00,0.00
1446261,BMP280,28.31,0.00,1021.33,0.00
1449186,MQ2,0.00,0.00,0.00,489.00
1449231,AHT20,27.09,40.47,0.00,0.00
1449259,BMP280,27.89,0.00,1021.33,0.00
1452186,MQ2,0.00,0.00,0.00,502.00
1452229,AHT20,27.10,40.40,0.00,0.00
