Timestamp_Unix,Bus_V,Shunt_mV,Current_mA,Power_mW
1779966986.3820858,Bus Voltage,Shunt Voltage,Current,Power
1779966995.2417328,5.036,11.390,113.800,574.000
1779966995.2457504,5.032,11.420,113.900,574.000
1779966995.2496612,5.032,11.370,113.300,570.000
1779966995.2526944,5.032,11.350,113.500,570.000
1779966995.256703,5.032,11.360,114.000,574.000
1779966995.2605445,5.032,11.400,113.900,574.000
1779966995.2637022,5.028,11.400,113.800,574.000
1779966995.2676997,5.032,11.340,113.400,570.000
1779966995.2719457,5.028,11.340,113.600,570.000
1779966995.2746117,5.032,11.350,114.100,574.000
1779966995.278799,5.032,11.380,113.900,574.000
1779966995.2826073,5.032,11.380,113.900,574.000
1779966995.2857697,5.032,11.350,113.500,570.000
1779966995.290612,5.032,11.340,113.300,570.000
1779966995.2935908,5.036,11.410,113.900,574.000
1779966995.2967422,5.032,11.400,113.800,574.000
1779966995.3008637,5.028,11.410,113.300,570.000
1779966995.304479,5.032,11.360,113.500,570.000
1779966995.307872,5.028,11.360,113.400,574.000
1779966995.3118412,5.028,11.410,114.100,574.000
1779966995.3156018,5.028,11.390,114.100,574.000
1779966995.3187418,5.032,11.360,113.600,570.000
1779966995.3227334,5.032,11.340,113.500,570.000
1779966995.3257093,5.032,11.350,113.900,574.000
1779966995.329743,5.032,11.400,114.000,574.000
1779966995.3336701,5.028,11.390,114.000,570.000
1779966995.3368473,5.032,11.330,113.600,574.000
1779966995.3407397,5.028,11.350,113.400,570.000
1779966995.344598,5.036,11.390,114.300,574.000
1779966995.347715,5.032,11.420,113.800,574.000
1779966995.3517401,5.032,11.390,113.600,570.000
1779966995.355573,5.028,11.350,113.400,570.000
1779966995.3587828,5.032,11.360,113.500,574.000
1779966995.3627632,5.032,11.410,113.900,574.000
1779966995.3665843,5.032,11.400,114.000,574.000
1779966995.369755,5.028,11.350,113.400,570.000
1779966995.3738291,5.032,11.370,113.700,574.000
1779966995.3776267,5.032,11.400,114.000,574.000
1779966995.380664,5.032,11.400,114.200,574.000
1779966995.384696,5.032,11.380,113.800,574.000
1779966995.388465,5.028,11.360,113.200,570.000
1779966995.3917415,5.032,11.350,113.300,570.000
1779966995.3957741,5.032,11.390,114.000,574.000
1779966995.3994918,5.032,11.400,113.900,574.000
1779966995.4027238,5.032,11.390,113.600,570.000
1779966995.4066737,5.032,11.330,113.400,570.000
1779966995.4096973,5.032,11.370,113.700,574.000
1779966995.4137034,5.032,11.380,113.800,574.000
1779966995.4177234,5.032,11.370,114.000,574.000
1779966995.4207003,5.032,11.330,113.400,570.000
1779966995.4247167,5.032,11.350,113.400,574.000
1779966995.4286983,5.032,11.340,114.100,574.000
1779966995.4319315,5.032,11.400,114.000,574.000
1779966995.4357307,5.032,11.380,114.000,574.000
1779966995.4395487,5.032,11.340,113.500,570.000
1779966995.4428432,5.032,11.370,113.500,508.000
1779966995.4470289,5.036,10.190,101.800,512.000
1779966995.4508045,5.036,10.190,101.800,512.000
1779966995.4538763,5.032,10.180,101.200,512.000
1779966995.4577832,5.036,10.110,101.200,512.000
1779966995.461786,5.036,10.130,101.300,512.000
1779966995.464782,5.040,10.170,101.700,512.000
1779966995.468924,5.040,10.200,101.800,512.000
1779966995.4727323,5.036,10.160,101.000,508.000
1779966995.47583,5.036,10.120,101.300,512.000
1779966995.4798295,5.036,10.120,101.900,514.000
1779966995.4835894,5.036,10.180,101.900,512.000
1779966995.4866695,5.036,10.160,101.700,512.000
1779966995.4909554,5.036,10.130,101.200,512.000
1779966995.4945643,5.040,10.130,101.400,512.000
1779966995.4977462,5.036,10.160,102.000,514.000
1779966995.5018263,5.036,10.160,101.600,512.000
1779966995.504849,5.036,10.180,101.600,512.000
1779966995.5088587,5.040,10.110,101.400,508.000
1779966995.512768,5.036,10.120,101.000,508.000
1779966995.5158238,5.036,10.180,101.900,512.000
1779966995.519841,5.036,10.190,102.000,514.000
1779966995.5238197,5.036,10.180,101.000,508.000
1779966995.5267894,5.036,10.110,101.100,508.000
1779966995.5306833,5.036,10.120,101.200,512.000
1779966995.5345747,5.040,10.210,101.700,512.000
1779966995.5384579,5.036,10.180,101.800,514.000
1779966995.5419478,5.040,10.110,101.300,512.000
1779966995.5457506,5.032,10.120,101.100,508.000
1779966995.548882,5.040,10.140,101.900,514.000
1779966995.552914,5.040,10.200,101.800,512.000
1779966995.5567253,5.040,10.180,101.800,512.000
1779966995.5599613,5.036,10.110,101.000,508.000
1779966995.5640578,5.036,10.110,101.200,512.000
1779966995.5676844,5.036,10.210,101.800,514.000
1779966995.5707467,5.036,10.140,101.700,512.000
1779966995.5747313,5.036,10.160,101.300,508.000
1779966995.5787506,5.036,10.100,101.100,508.000
1779966995.5818498,5.036,10.120,101.300,512.000
1779966995.5858543,5.040,10.210,101.800,512.000
1779966995.5896115,5.036,10.200,101.900,514.000
1779966995.593126,5.040,10.120,101.500,512.000
1779966995.596863,5.036,10.120,101.200,512.000
1779966995.6005368,5.036,10.140,101.900,514.000
1779966995.6038628,5.032,10.180,101.600,512.000
1779966995.607866,5.036,10.180,101.900,514.000
1779966995.6107442,5.036,10.110,101.300,512.000
1779966995.6147428,5.036,10.120,101.100,512.000
1779966995.6186502,5.036,10.200,101.900,514.000
1779966995.6220453,5.036,10.190,101.800,512.000
1779966995.6259012,5.036,10.180,101.800,508.000
1779966995.6298091,5.036,10.130,101.600,512.000
1779966995.6327786,5.036,10.140,101.200,512.000
1779966995.6367855,5.036,10.200,101.900,514.000
1779966995.6406488,5.036,10.190,101.900,512.000
1779966995.6438403,5.036,10.100,101.200,512.000
1779966995.6478345,5.036,10.120,101.100,508.000
1779966995.6515737,5.036,10.130,101.900,514.000
1779966995.654784,5.036,10.200,101.900,512.000
1779966995.6587634,5.036,10.150,101.500,514.000
1779966995.6625707,5.036,10.110,101.100,512.000
1779966995.6656938,5.036,10.110,101.200,512.000
1779966995.6699412,5.036,10.170,101.800,512.000
1779966995.673656,5.036,10.160,101.800,514.000
1779966995.6768045,5.036,10.180,101.300,512.000
1779966995.6808329,5.036,10.120,101.300,508.000
1779966995.6847038,5.036,10.110,101.100,512.000
1779966995.6878943,5.040,10.190,101.900,514.000
1779966995.6918669,5.032,10.180,101.900,514.000
1779966995.6955905,5.036,10.090,101.200,512.000
1779966995.6988134,5.036,10.130,101.800,512.000
1779966995.7028642,5.036,10.130,101.700,512.000
1779966995.705806,5.036,10.190,101.900,514.000
1779966995.7098122,5.040,10.180,102.000,514.000
1779966995.7135735,5.036,10.130,101.300,512.000
1779966995.716722,5.036,10.130,101.300,512.000
1779966995.7207675,5.036,10.170,101.800,512.000
1779966995.7247276,5.036,10.170,101.800,512.000
1779966995.7278702,5.040,10.170,101.600,512.000
1779966995.7318623,5.036,10.120,101.100,512.000
1779966995.735698,5.032,10.110,101.300,512.000
1779966995.73876,5.036,10.180,101.900,512.000
1779966995.742812,5.036,10.210,101.700,512.000
1779966995.7466433,5.036,10.170,101.200,512.000
1779966995.7497764,5.036,10.130,101.300,512.000
1779966995.7541955,5.036,10.110,101.200,512.000
1779966995.7568812,5.036,10.180,102.100,514.000
1779966995.7607913,5.036,10.180,101.900,514.000
1779966995.7647722,5.036,10.110,101.300,512.000
1779966995.768776,5.036,10.100,101.400,512.000
1779966995.771859,5.032,10.160,101.700,512.000
1779966995.7757719,5.040,10.170,101.900,514.000
1779966995.779608,5.032,10.180,101.800,512.000
1779966995.7828255,5.036,10.140,101.400,508.000
1779966995.7868457,5.036,10.120,101.200,512.000
1779966995.790588,5.036,10.200,101.900,514.000
1779966995.7939472,5.036,10.160,101.800,512.000
1779966995.797888,5.036,10.170,101.100,508.000
1779966995.8007917,5.036,10.120,101.300,512.000
1779966995.8047564,5.036,10.120,101.700,512.000
1779966995.8087082,5.040,10.200,102.000,512.000
1779966995.8117657,5.036,10.190,101.800,514.000
1779966995.815749,5.036,10.160,100.900,512.000
1779966995.8198526,5.036,10.140,101.100,508.000
1779966995.8228004,5.036,10.120,101.600,514.000
1779966995.8267052,5.036,10.190,102.000,514.000
1779966995.83073,5.032,10.170,101.600,512.000
1779966995.8338218,5.036,10.130,101.200,508.000
1779966995.8377497,5.036,10.100,101.200,512.000
1779966995.8415585,5.036,10.210,102.100,514.000
1779966995.844783,5.036,10.160,102.000,514.000
1779966995.8487666,5.036,10.200,101.800,508.000
1779966995.8525786,5.040,10.130,101.200,512.000
1779966995.8558264,5.036,10.140,101.300,512.000
1779966995.85985,5.040,10.190,101.900,514.000
1779966995.8636346,5.036,10.200,101.900,514.000
1779966995.8667963,5.036,10.120,101.200,512.000
1779966995.8708422,5.036,10.130,101.100,508.000
1779966995.8746169,5.036,10.140,101.400,514.000
1779966995.87778,5.040,10.200,101.600,512.000
1779966995.8816693,5.036,10.200,101.800,514.000
1779966995.8848188,5.036,10.130,101.300,512.000
1779966995.8889887,5.040,10.090,101.500,508.000
1779966995.893268,5.036,10.220,101.800,512.000
1779966995.89636,5.036,10.190,102.000,514.000
1779966995.89988,5.036,10.190,101.100,508.000
1779966995.9038126,5.036,10.130,101.100,512.000
1779966995.9073234,5.036,10.110,101.300,512.000
1779966995.9109137,5.040,10.180,102.100,514.000
1779966995.9147334,5.040,10.180,101.800,512.000
1779966995.9178069,5.036,10.160,101.100,508.000
1779966995.921867,5.036,10.130,101.400,512.000
1779966995.9256058,5.036,10.110,101.800,512.000
1779966995.9292343,5.040,10.190,101.700,512.000
1779966995.9327776,5.036,10.180,101.800,514.000
1779966995.936669,5.036,10.110,101.200,512.000
1779966995.9401388,5.036,10.160,101.400,512.000
1779966995.9438102,5.036,10.170,101.800,512.000
1779966995.9476423,5.036,10.170,101.800,512.000
1779966995.9508233,5.036,10.170,101.800,512.000
1779966995.9549742,5.036,10.150,101.300,512.000
1779966995.9585867,5.040,10.140,101.200,512.000
1779966995.961829,5.036,10.200,101.900,514.000
1779966995.9658203,5.040,10.180,102.000,514.000
1779966995.968837,5.032,10.200,101.100,508.000
1779966995.9725862,5.036,10.140,101.300,512.000
1779966995.9766383,5.036,10.120,101.400,512.000
1779966995.9804723,5.032,10.170,102.000,512.000
1779966995.9838011,5.036,10.150,101.800,512.000
1779966995.9877806,5.036,10.110,101.000,508.000
1779966995.9907577,5.036,10.120,101.200,512.000
1779966995.9947586,5.036,10.140,102.000,514.000
1779966995.9986553,5.036,10.180,101.800,514.000
1779966996.0017278,5.036,10.180,101.800,512.000
1779966996.0056791,5.036,10.120,101.200,512.000
1779966996.0096276,5.036,10.130,101.300,512.000
1779966996.0128632,5.036,10.190,101.800,512.000
1779966996.0167096,5.036,10.180,101.900,514.000
1779966996.0199149,5.036,10.180,101.400,512.000
1779966996.0237234,5.036,10.120,100.800,508.000
1779966996.0278192,5.036,10.110,101.100,508.000
1779966996.0316045,5.036,10.170,102.000,514.000
1779966996.0347466,5.040,10.170,101.800,512.000
1779966996.0387647,5.036,10.160,101.300,512.000
1779966996.0426555,5.036,10.130,101.000,508.000
1779966996.0458424,5.036,10.130,101.900,512.000
1779966996.0498142,5.036,10.190,101.800,512.000
1779966996.054175,5.036,10.170,101.900,514.000
1779966996.0568373,5.036,10.110,101.200,512.000
1779966996.0607765,5.036,10.130,101.500,512.000
1779966996.0645647,5.036,10.170,101.900,514.000
1779966996.0677602,5.036,10.190,101.800,512.000
1779966996.0717754,5.036,10.160,101.600,508.000
1779966996.0755281,5.036,10.130,101.300,512.000
1779966996.0788329,5.036,10.120,101.100,508.000
1779966996.082786,5.036,10.200,101.800,512.000
1779966996.085818,5.040,10.200,101.800,512.000
1779966996.089836,5.040,10.100,101.000,512.000
1779966996.0936737,5.036,10.120,101.300,512.000
1779966996.096761,5.036,10.140,101.200,514.000
1779966996.1007762,5.036,10.160,101.800,512.000
1779966996.104638,5.032,10.200,101.900,514.000
1779966996.1079137,5.036,10.100,101.100,508.000
1779966996.1116452,5.036,10.140,101.300,512.000
1779966996.115532,5.040,10.190,102.000,514.000
1779966996.1187046,5.036,10.180,102.000,514.000
1779966996.1227746,5.040,10.170,101.900,508.000
1779966996.1265643,5.036,10.140,101.200,512.000
1779966996.1297972,5.036,10.130,101.200,512.000
1779966996.1337802,5.040,10.180,101.900,514.000
1779966996.1376085,5.036,10.190,101.700,512.000
1779966996.1408114,5.036,10.120,101.200,512.000
1779966996.1448174,5.036,10.110,101.500,512.000
1779966996.148615,5.036,10.130,101.300,512.000
1779966996.1519275,5.036,10.170,101.700,512.000
1779966996.1558554,5.036,10.190,102.100,514.000
1779966996.1596847,5.036,10.140,101.100,508.000
1779966996.162873,5.036,10.120,101.100,512.000
1779966996.1668591,5.036,10.150,102.000,514.000
1779966996.1698246,5.036,10.200,101.900,512.000
1779966996.1738594,5.036,10.180,101.700,512.000
1779966996.177736,5.036,10.110,101.300,512.000
1779966996.1808355,5.032,10.120,101.100,508.000
1779966996.1848538,5.036,10.170,101.800,512.000
1779966996.1886778,5.036,10.170,101.700,512.000
1779966996.1918256,5.036,10.180,101.100,508.000
1779966996.195844,5.036,10.120,101.200,512.000
1779966996.1997404,5.036,10.130,101.400,512.000
1779966996.202919,5.040,10.180,102.000,514.000
1779966996.206909,5.036,10.160,101.900,514.000
1779966996.2107072,5.036,10.110,101.300,512.000
1779966996.2138507,5.036,10.110,101.400,508.000
1779966996.217882,5.036,10.150,101.800,512.000
1779966996.221664,5.036,10.150,101.900,514.000
1779966996.2255523,5.036,10.200,101.800,512.000
1779966996.229269,5.036,10.140,101.200,512.000
1779966996.2327042,5.036,10.130,101.200,512.000
1779966996.2358105,5.036,10.200,101.900,514.000
1779966996.2399318,5.040,10.150,101.800,512.000
1779966996.243538,5.036,10.190,101.400,512.000
1779966996.2468228,5.032,10.120,101.200,512.000
1779966996.2507656,5.040,10.140,101.400,512.000
1779966996.2545638,5.036,10.160,101.800,512.000
1779966996.2578347,5.036,10.170,101.700,512.000
1779966996.261847,5.036,10.150,101.400,508.000
1779966996.2647545,5.036,10.150,101.300,512.000
1779966996.269012,5.036,10.130,101.800,512.000
1779966996.272697,5.036,10.180,101.800,512.000
1779966996.275844,5.036,10.200,101.800,512.000
1779966996.2797651,5.032,10.120,101.300,508.000
1779966996.2837706,5.036,10.120,101.400,512.000
1779966996.2866535,5.036,10.140,101.900,512.000
1779966996.2908525,5.036,10.190,101.700,512.000
1779966996.2948177,5.036,10.210,101.600,512.000
1779966996.2978134,5.040,10.110,101.200,512.000
1779966996.3018558,5.036,10.110,101.100,508.000
1779966996.3055983,5.036,10.190,102.000,512.000
1779966996.3088417,5.040,10.180,102.000,514.000
1779966996.312854,5.036,10.160,101.100,512.000
1779966996.3166418,5.036,10.090,101.100,508.000
1779966996.3198566,5.036,10.120,101.500,514.000
1779966996.3238504,5.036,10.190,101.900,514.000
1779966996.3276448,5.036,10.200,101.400,512.000
1779966996.3307788,5.036,10.170,101.300,512.000
1779966996.334844,5.036,10.130,101.100,508.000
1779966996.3386316,5.040,10.210,102.100,512.000
1779966996.3418005,5.036,10.190,101.800,512.000
1779966996.3457735,5.036,10.200,101.700,512.000
1779966996.3494515,5.036,10.130,101.300,512.000
1779966996.3527002,5.036,10.120,101.300,512.000
1779966996.356726,5.036,10.180,101.800,512.000
1779966996.3597045,5.036,10.180,101.800,512.000
1779966996.3641715,5.036,10.120,101.200,512.000
1779966996.3677976,5.036,10.120,101.400,512.000
1779966996.3709595,5.036,10.120,101.300,514.000
1779966996.3747537,5.036,10.190,101.800,512.000
1779966996.3786478,5.036,10.190,101.700,512.000
1779966996.3817484,5.036,10.140,101.200,512.000
1779966996.3857033,5.032,10.130,101.100,512.000
1779966996.38984,5.040,10.180,101.800,512.000
1779966996.3932,5.036,10.190,101.400,512.000
1779966996.3969398,5.036,10.200,102.000,512.000
1779966996.4005258,5.036,10.140,101.400,512.000
1779966996.4037912,5.036,10.120,101.300,512.000
1779966996.4078772,5.036,10.170,101.800,512.000
1779966996.4116569,5.036,10.200,102.000,512.000
1779966996.4150832,5.040,10.150,101.300,512.000
1779966996.4188113,5.036,10.120,101.000,512.000
1779966996.4226236,5.036,10.140,101.300,512.000
1779966996.4257646,5.036,10.180,102.100,514.000
1779966996.429695,5.036,10.160,101.600,514.000
1779966996.4335232,5.040,10.110,101.600,512.000
1779966996.4367266,5.036,10.110,101.700,512.000
1779966996.4407566,5.036,10.120,101.900,514.000
1779966996.4438007,5.036,10.190,101.800,512.000
1779966996.4477952,5.036,10.180,102.100,514.000
1779966996.4517763,5.036,10.130,101.200,508.000
1779966996.4547625,5.036,10.110,101.100,508.000
1779966996.4588103,5.036,10.210,101.900,514.000
1779966996.4626925,5.036,10.170,101.700,512.000
1779966996.4657888,5.040,10.170,101.300,512.000
1779966996.4698322,5.036,10.120,101.300,508.000
1779966996.4736423,5.036,10.130,100.800,508.000
1779966996.4768782,5.036,10.190,101.800,514.000
1779966996.4807656,5.032,10.260,111.500,560.000
1779966996.4847898,5.036,10.520,101.600,512.000
1779966996.4877787,5.036,10.160,101.600,512.000
1779966996.491758,5.036,10.180,102.200,514.000
1779966996.49573,5.032,10.210,102.100,514.000
1779966996.4987676,5.032,10.210,102.200,514.000
1779966996.5027986,5.036,10.210,102.100,514.000
1779966996.50661,5.040,10.220,102.200,514.000
1779966996.5097623,5.036,10.210,102.300,514.000
1779966996.513809,5.036,10.210,106.300,534.000
1779966996.517619,5.032,11.880,114.100,574.000
1779966996.5207863,5.032,11.340,113.400,574.000
1779966996.5248988,5.032,11.370,113.600,570.000
1779966996.527892,5.032,11.410,114.100,574.000
1779966996.531636,5.028,11.410,114.100,574.000
1779966996.5356731,5.032,11.420,113.500,570.000
1779966996.5388558,5.032,11.350,113.600,570.000
1779966996.5426586,5.032,11.370,113.500,570.000
1779966996.5466902,5.032,11.390,114.000,574.000
1779966996.5497792,5.028,11.410,113.900,574.000
1779966996.5538213,5.028,11.360,113.800,574.000
1779966996.557773,5.032,11.370,113.400,570.000
1779966996.560806,5.032,11.360,114.100,574.000
1779966996.5648122,5.032,11.420,114.100,574.000
1779966996.568667,5.032,11.400,114.200,570.000
1779966996.5719216,5.032,11.360,113.500,570.000
1779966996.575717,5.032,11.360,113.300,570.000
1779966996.5800517,5.032,11.410,114.100,574.000
1779966996.5831532,5.032,11.430,113.900,574.000
1779966996.5867763,5.032,11.420,113.600,570.000
1779966996.5907423,5.032,11.360,113.700,574.000
1779966996.593725,5.032,11.340,113.700,574.000
1779966996.5979211,5.032,11.400,114.100,574.000
1779966996.6015651,5.032,11.400,114.200,574.000
1779966996.604801,5.032,11.340,113.600,570.000
1779966996.608792,5.032,11.340,113.300,570.000
1779966996.6125562,5.032,11.400,114.000,574.000
1779966996.6157515,5.032,11.390,114.000,574.000
1779966996.6197965,5.032,11.390,114.500,574.000
1779966996.6235836,5.032,11.340,113.500,570.000
1779966996.626804,5.032,11.340,113.500,570.000
1779966996.6310136,5.028,11.410,113.900,574.000
1779966996.634606,5.032,11.410,113.900,574.000
1779966996.6378815,5.028,11.410,113.400,570.000
1779966996.6417923,5.028,11.350,113.600,570.000
1779966996.644878,5.032,11.360,113.600,574.000
1779966996.6488202,5.032,11.400,114.300,576.000
1779966996.6528177,5.032,11.440,114.100,574.000
1779966996.6557696,5.032,11.360,113.400,570.000
1779966996.6598153,5.032,11.360,113.600,574.000
1779966996.6637213,5.028,11.370,114.200,574.000
1779966996.6667724,5.032,11.400,114.100,574.000
1779966996.6708078,5.032,11.390,113.900,574.000
1779966996.6746476,5.032,11.340,113.600,570.000
1779966996.6776965,5.028,11.350,113.700,570.000
1779966996.6817718,5.032,11.400,114.200,574.000
1779966996.6854815,5.032,11.410,114.000,574.000
1779966996.6888778,5.028,11.390,113.600,570.000
1779966996.6928992,5.028,11.350,113.500,570.000
1779966996.696587,5.032,11.360,113.700,574.000
1779966996.699737,5.032,11.430,114.100,574.000
1779966996.703748,5.032,11.410,113.900,574.000
1779966996.707546,5.032,11.370,113.400,570.000
1779966996.7107606,5.032,11.320,113.300,570.000
1779966996.7147565,5.032,11.340,114.300,576.000
1779966996.7185547,5.032,11.410,114.200,576.000
1779966996.7218256,5.032,11.400,113.900,574.000
1779966996.725813,5.032,11.350,113.700,574.000
1779966996.7296245,5.032,11.320,113.600,570.000
1779966996.732823,5.032,11.390,114.200,574.000
1779966996.736825,5.032,11.400,114.000,574.000
1779966996.7399192,5.032,11.390,113.900,574.000
1779966996.743836,5.032,11.350,113.600,570.000
1779966996.7476432,5.032,11.320,113.600,570.000
1779966996.7507768,5.036,11.410,114.000,574.000
1779966996.7548492,5.032,11.410,114.300,576.000
1779966996.7587168,5.032,11.390,113.500,570.000
1779966996.7617328,5.028,11.350,113.400,570.000
1779966996.7658613,5.028,11.360,113.700,574.000
1779966996.76975,5.028,11.440,113.900,574.000
1779966996.7728028,5.032,11.420,114.200,574.000
1779966996.7769296,5.032,11.370,113.400,570.000
1779966996.7807536,5.032,11.350,113.200,570.000
1779966996.783807,5.032,11.360,113.800,574.000
1779966996.7880337,5.032,11.410,113.900,574.000
1779966996.7916613,5.032,11.390,114.300,576.000
1779966996.7948592,5.032,11.340,113.600,574.000
1779966996.7988884,5.032,11.350,113.500,570.000
1779966996.802705,5.032,11.380,114.200,574.000
1779966996.8060133,5.032,11.410,114.000,574.000
1779966996.8098924,5.032,11.380,113.700,570.000
1779966996.8137403,5.032,11.340,113.300,570.000
1779966996.8167117,5.028,11.340,113.500,574.000
1779966996.820855,5.032,11.380,113.700,570.000
1779966996.824588,5.032,11.390,113.900,574.000
1779966996.8278236,5.032,11.350,113.500,570.000
1779966996.8318074,5.032,11.340,113.500,570.000
1779966996.8348215,5.028,11.360,113.900,574.000
1779966996.8387835,5.032,11.410,114.300,576.000
1779966996.842849,5.032,11.420,113.700,574.000
1779966996.845711,5.032,11.350,113.300,570.000
1779966996.8498094,5.032,11.340,113.600,570.000
1779966996.8535416,5.032,11.410,114.100,574.000
1779966996.8568983,5.036,11.400,114.100,574.000
1779966996.8607745,5.032,11.410,114.000,570.000
1779966996.8646731,5.032,11.340,113.500,570.000
1779966996.8678107,5.032,11.360,113.500,570.000
1779966996.8719575,5.032,11.400,113.900,574.000
1779966996.875688,5.032,11.410,114.000,574.000
1779966996.8787959,5.028,11.330,113.400,570.000
1779966996.8829134,5.032,11.380,113.500,570.000
1779966996.886677,5.028,11.360,114.100,574.000
1779966996.8898323,5.032,11.420,114.100,574.000
1779966996.89397,5.032,11.390,113.900,574.000
1779966996.8976014,5.032,11.350,113.600,570.000
1779966996.9007432,5.028,11.330,113.600,570.000
1779966996.9048307,5.028,11.400,114.000,574.000
1779966996.9079294,5.032,11.410,113.900,574.000
1779966996.911798,5.032,11.410,113.400,570.000
1779966996.9158409,5.032,11.350,113.200,570.000
1779966996.9196198,5.036,11.350,113.500,570.000
1779966996.922894,5.036,11.380,114.000,574.000
1779966996.9270554,5.032,11.400,113.900,574.000
1779966996.930027,5.032,11.350,113.500,570.000
1779966996.933904,5.028,11.330,113.200,574.000
1779966996.9378967,5.028,11.350,114.000,574.000
1779966996.940814,5.032,11.420,114.000,574.000
1779966996.944957,5.032,11.370,114.200,574.000
1779966996.948879,5.032,11.330,113.500,570.000
1779966996.9518676,5.032,11.350,113.500,570.000
1779966996.9560678,5.032,11.370,114.100,574.000
1779966996.959694,5.036,11.370,113.700,574.000
1779966996.9628305,5.032,11.390,113.900,574.000
1779966996.9668362,5.036,11.350,113.400,570.000
1779966996.9707038,5.032,11.310,113.200,570.000
1779966996.973914,5.032,11.410,114.100,574.000
1779966996.9778001,5.032,11.390,113.900,574.000
1779966996.9816046,5.028,11.400,113.300,570.000
1779966996.984981,5.032,11.320,113.200,570.000
1779966996.9888449,5.032,11.360,113.400,570.000
1779966996.9925435,5.032,11.390,114.200,570.000
1779966996.9961426,5.036,11.410,114.100,574.000
1779966997.0000067,5.032,11.330,113.500,570.000
1779966997.0028336,5.032,11.360,113.500,570.000
1779966997.0069644,5.032,11.350,114.100,574.000
1779966997.0108204,5.028,11.390,113.900,574.000
1779966997.0144928,5.028,11.390,114.100,574.000
1779966997.0177922,5.032,11.340,113.500,570.000
1779966997.0220659,5.032,11.370,113.400,570.000
1779966997.0248346,5.032,11.410,114.100,574.000
1779966997.0287714,5.032,11.400,113.800,574.000
1779966997.0327795,5.036,11.410,113.400,570.000
1779966997.0357668,5.032,11.360,113.500,570.000
1779966997.0397713,5.036,11.330,113.800,574.000
1779966997.0435643,5.028,11.400,114.000,574.000
1779966997.04672,5.032,11.410,114.100,574.000
1779966997.051116,5.028,11.370,113.300,570.000
1779966997.054787,5.032,11.330,113.400,570.000
1779966997.057821,5.032,11.380,113.800,574.000
1779966997.0618382,5.036,11.410,113.800,574.000
1779966997.0656197,5.032,11.400,113.900,574.000
1779966997.0687819,5.032,11.330,113.500,570.000
1779966997.072736,5.036,11.350,113.600,570.000
1779966997.076541,5.036,11.380,113.800,574.000
1779966997.0798173,5.032,11.400,140.900,708.000
1779966997.0839295,5.032,11.390,114.000,574.000
1779966997.087554,5.032,11.340,113.300,570.000
1779966997.0907393,5.032,11.340,113.600,570.000
1779966997.0947664,5.032,11.390,114.000,574.000
1779966997.0985162,5.028,11.400,113.900,574.000
1779966997.1022077,5.028,11.330,113.600,570.000
1779966997.105763,5.032,11.330,113.400,570.000
1779966997.1090655,5.032,11.340,113.500,574.000
1779966997.1128204,5.028,11.390,114.000,574.000
1779966997.1167598,5.032,11.400,114.000,574.000
1779966997.1198163,5.032,11.350,113.500,570.000
1779966997.1239152,5.032,11.350,113.300,570.000
1779966997.1275308,5.032,11.400,113.800,574.000
1779966997.1307652,5.032,11.390,114.100,574.000
1779966997.1347868,5.032,11.390,113.900,574.000
1779966997.1385992,5.032,11.340,113.400,570.000
1779966997.1417665,5.032,11.350,113.500,570.000
1779966997.1457677,5.028,11.410,114.000,574.000
1779966997.1495717,5.032,11.420,114.100,574.000
1779966997.1527731,5.032,11.370,113.300,570.000
1779966997.1568441,5.032,11.290,113.500,570.000
1779966997.1605604,5.032,11.360,114.200,574.000
1779966997.1637406,5.032,11.390,114.000,574.000
1779966997.1678042,5.032,11.380,113.800,574.000
1779966997.1716025,5.032,11.340,113.700,574.000
1779966997.1747177,5.032,11.360,113.400,574.000
1779966997.1787999,5.036,11.360,114.000,574.000
1779966997.1825373,5.032,11.400,114.200,574.000
1779966997.1857097,5.032,11.400,113.800,574.000
1779966997.190148,5.032,11.350,113.300,570.000
1779966997.1927767,5.028,11.380,113.600,570.000
1779966997.1966486,5.032,11.410,114.000,574.000
1779966997.200729,5.032,11.400,113.800,574.000
1779966997.203819,5.032,11.390,113.300,570.000
1779966997.2077723,5.032,11.350,113.500,570.000
1779966997.2117395,5.032,11.340,113.400,570.000
1779966997.2147517,5.032,11.410,114.100,574.000
1779966997.218741,5.032,11.400,114.000,574.000
1779966997.2226496,5.032,11.350,113.600,570.000
1779966997.2257252,5.032,11.340,113.400,570.000
1779966997.2297482,5.032,11.340,114.300,576.000
1779966997.233722,5.032,11.390,114.000,574.000
1779966997.2366188,5.028,11.420,114.100,574.000
1779966997.2407925,5.032,11.340,113.800,570.000
1779966997.2445898,5.032,11.370,113.400,570.000
1779966997.247724,5.036,11.420,114.200,574.000
1779966997.25175,5.036,11.420,113.900,574.000
1779966997.2556646,5.032,11.390,113.400,570.000
1779966997.2588215,5.032,11.360,113.600,570.000
1779966997.2628753,5.032,11.340,113.800,574.000
1779966997.266582,5.028,11.400,114.100,574.000
1779966997.269838,5.032,11.390,114.000,574.000
1779966997.273843,5.032,11.360,113.300,570.000
1779966997.27762,5.032,11.340,113.500,570.000
1779966997.2808237,5.036,11.330,114.000,574.000
1779966997.2848458,5.032,11.420,114.100,574.000
1779966997.2885513,5.032,11.380,113.900,574.000
1779966997.29215,5.032,11.350,113.500,570.000
